 # Gnuplot DataFile Version
 # i x y bathy h zs Manning u v
      33  8.12500000E+02  1.25000000E+01 -8.01970376E-01  1.79033721E+00  9.88366836E-01  2.50000000E-02  1.90773862E-09  2.15374204E-10 
      34  8.37500000E+02  1.25000000E+01 -2.45458514E-01  1.23382535E+00  9.88366836E-01  2.50000000E-02  1.56533766E-09  5.84390999E-10 
      35  8.62500000E+02  1.25000000E+01  6.55172082E-01  3.33194754E-01  9.88366836E-01  2.50000000E-02  1.17927310E-09  3.64670080E-10 
      36  8.87500000E+02  1.25000000E+01 -7.59466771E-01  1.74783361E+00  9.88366836E-01  2.50000000E-02  3.47242116E-10 -4.79591661E-12 
      37  9.12500000E+02  1.25000000E+01 -1.48571111E-01  1.13693795E+00  9.88366836E-01  2.50000000E-02  2.13303867E-10  6.43747338E-11 
      38  9.37500000E+02  1.25000000E+01 -9.38289085E-01  1.92665592E+00  9.88366836E-01  2.50000000E-02  1.87154754E-10  7.92235284E-12 
      39  9.62500000E+02  1.25000000E+01  6.10300161E-01  3.78066675E-01  9.88366836E-01  2.50000000E-02  2.30589413E-10  1.22452331E-10 
      40  9.87500000E+02  1.25000000E+01 -2.47851854E-01  1.23621869E+00  9.88366836E-01  2.50000000E-02  1.80001389E-11  2.39845076E-11 
      41  1.25000000E+01  3.75000000E+01 -5.98248598E-03  9.94349320E-01  9.88366834E-01  2.50000000E-02  1.36745594E-10 -3.88101963E-10 
      42  3.75000000E+01  3.75000000E+01 -2.67561176E-01  1.25592801E+00  9.88366834E-01  2.50000000E-02  4.72400962E-10 -5.95783542E-10 
      43  6.25000000E+01  3.75000000E+01 -5.60496726E-01  1.54886356E+00  9.88366834E-01  2.50000000E-02  8.17816547E-10 -6.50729777E-12 
      44  8.75000000E+01  3.75000000E+01  6.36443375E-01  3.51923459E-01  9.88366834E-01  2.50000000E-02  2.18315548E-09  2.50353872E-09 
      45  1.12500000E+02  3.75000000E+01  9.86166516E-01  2.20031876E-03  9.88366834E-01  2.50000000E-02 -4.58823062E-08 -1.55512226E-08 
      46  1.37500000E+02  3.75000000E+01 -5.10431734E-01  1.49879857E+00  9.88366835E-01  2.50000000E-02 -2.03377323E-09  1.06079618E-09 
      47  1.62500000E+02  3.75000000E+01 -4.55747954E-01  1.44411479E+00  9.88366834E-01  2.50000000E-02 -4.36291330E-09  4.04127135E-09 
      48  1.87500000E+02  3.75000000E+01 -9.26617771E-01  1.91498460E+00  9.88366834E-01  2.50000000E-02 -9.48652448E-09  6.31893757E-09 
      49  2.12500000E+02  3.75000000E+01 -6.05654847E-01  1.59402168E+00  9.88366835E-01  2.50000000E-02 -1.26053094E-08  1.26274067E-09 
      50  2.37500000E+02  3.75000000E+01 -4.45395756E-01  1.43376259E+00  9.88366834E-01  2.50000000E-02 -1.56973168E-08  1.80139973E-08 
      51  2.62500000E+02  3.75000000E+01  6.78131645E-01  3.10235195E-01  9.88366840E-01  2.50000000E-02 -2.93183073E-08 -2.01709468E-08 
      52  2.87500000E+02  3.75000000E+01  4.31827320E-01  5.56539518E-01  9.88366838E-01  2.50000000E-02 -2.07655802E-08 -1.18424021E-08 
      53  3.12500000E+02  3.75000000E+01  9.58920598E-01  2.94462394E-02  9.88366838E-01  2.50000000E-02 -1.13806113E-08  6.05380700E-09 
      54  3.37500000E+02  3.75000000E+01 -1.43604037E-01  1.13197088E+00  9.88366839E-01  2.50000000E-02  4.67118202E-09 -5.29701503E-09 
      55  3.62500000E+02  3.75000000E+01 -7.98346345E-01  1.78671318E+00  9.88366839E-01  2.50000000E-02  6.60635009E-09 -6.08818681E-09 
      56  3.87500000E+02  3.75000000E+01 -7.61416868E-01  1.74978371E+00  9.88366839E-01  2.50000000E-02  7.61890902E-09 -1.92569860E-09 
      57  4.12500000E+02  3.75000000E+01 -7.32299337E-01  1.72066618E+00  9.88366839E-01  2.50000000E-02  7.91687887E-09  2.81854043E-09 
      58  4.37500000E+02  3.75000000E+01  4.06542981E-03  9.84301409E-01  9.88366839E-01  2.50000000E-02  7.94066836E-09  3.82404285E-09 
      59  4.62500000E+02  3.75000000E+01  5.23048454E-01  4.65318385E-01  9.88366839E-01  2.50000000E-02  7.18559906E-09 -1.01733115E-09 
      60  4.87500000E+02  3.75000000E+01  8.70015014E-01  1.18351824E-01  9.88366838E-01  2.50000000E-02  1.34493029E-08 -5.67812943E-10 
      61  5.12500000E+02  3.75000000E+01  6.95774785E-02  9.18789359E-01  9.88366837E-01  2.50000000E-02  2.60837052E-09 -1.34900488E-11 
      62  5.37500000E+02  3.75000000E+01 -2.62874281E-01  1.25124112E+00  9.88366838E-01  2.50000000E-02  2.31549448E-09  9.76737500E-10 
      63  5.62500000E+02  3.75000000E+01  2.57640648E-02  9.62602773E-01  9.88366838E-01  2.50000000E-02  3.58472087E-09  1.51207931E-09 
      64  5.87500000E+02  3.75000000E+01  5.75245284E-01  4.13121553E-01  9.88366837E-01  2.50000000E-02  6.48594644E-09  3.04740895E-09 
      65  6.12500000E+02  3.75000000E+01 -6.05455565E-01  1.59382240E+00  9.88366837E-01  2.50000000E-02  3.24270614E-09 -1.82429445E-10 
      66  6.37500000E+02  3.75000000E+01 -6.78783371E-01  1.66715021E+00  9.88366837E-01  2.50000000E-02  2.99669118E-09  1.83438750E-10 
      67  6.62500000E+02  3.75000000E+01 -9.13459003E-01  1.90182584E+00  9.88366837E-01  2.50000000E-02  2.84527238E-09 -1.38227836E-09 
      68  6.87500000E+02  3.75000000E+01 -6.50455217E-01  1.63882205E+00  9.88366837E-01  2.50000000E-02  3.00448192E-09 -1.37371836E-09 
      69  7.12500000E+02  3.75000000E+01  2.69543656E-01  7.18823181E-01  9.88366836E-01  2.50000000E-02  3.98416788E-09 -2.47851818E-10 
      70  7.37500000E+02  3.75000000E+01 -3.48170109E-01  1.33653695E+00  9.88366836E-01  2.50000000E-02  2.56672753E-09  1.18867733E-09 
      71  7.62500000E+02  3.75000000E+01 -8.77683744E-01  1.86605058E+00  9.88366836E-01  2.50000000E-02  1.96004951E-09  1.79528864E-10 
      72  7.87500000E+02  3.75000000E+01 -6.64986548E-01  1.65335338E+00  9.88366836E-01  2.50000000E-02  1.73759705E-09  3.03826683E-10 
      73  8.12500000E+02  3.75000000E+01 -8.83911452E-01  1.87227829E+00  9.88366836E-01  2.50000000E-02  1.56039785E-09  7.05438692E-10 
      74  8.37500000E+02  3.75000000E+01 -4.05378689E-01  1.39374553E+00  9.88366836E-01  2.50000000E-02  1.27843398E-09  1.33265664E-09 
      75  8.62500000E+02  3.75000000E+01 -9.46473242E-01  1.93484008E+00  9.88366836E-01  2.50000000E-02  8.70987048E-10  6.27342791E-10 
      76  8.87500000E+02  3.75000000E+01 -4.51688796E-02  1.03353572E+00  9.88366836E-01  2.50000000E-02  5.37638687E-10  7.25509217E-11 
      77  9.12500000E+02  3.75000000E+01  1.61625845E-01  8.26740991E-01  9.88366836E-01  2.50000000E-02  5.14769435E-10  4.06373238E-10 
      78  9.37500000E+02  3.75000000E+01  8.80252354E-01  1.08114482E-01  9.88366836E-01  2.50000000E-02  6.06013438E-10  8.46661651E-10 
      79  9.62500000E+02  3.75000000E+01 -4.78569655E-01  1.46693649E+00  9.88366836E-01  2.50000000E-02 -1.15049747E-11  2.99977674E-10 
      80  9.87500000E+02  3.75000000E+01 -4.41479578E-01  1.42984641E+00  9.88366836E-01  2.50000000E-02 -1.02417575E-11  5.57644521E-11 
      81  1.25000000E+01  6.25000000E+01 -2.22133777E-01  1.21050061E+00  9.88366834E-01  2.50000000E-02 -1.13020734E-10 -3.29156303E-10 
      82  3.75000000E+01  6.25000000E+01 -9.22805164E-01  1.91117200E+00  9.88366834E-01  2.50000000E-02 -2.95375766E-10 -7.39003456E-10 
      83  6.25000000E+01  6.25000000E+01  8.67690341E-01  1.20676494E-01  9.88366834E-01  2.50000000E-02 -3.57014844E-09  8.62900078E-10 
      84  8.75000000E+01  6.25000000E+01  5.96017279E-01  3.92349556E-01  9.88366834E-01  2.50000000E-02 -6.36698820E-09  5.23917112E-09 
      85  1.12500000E+02  6.25000000E+01  6.44978475E-01  3.43388360E-01  9.88366834E-01  2.50000000E-02 -6.69869723E-09 -9.59191780E-11 
      86  1.37500000E+02  6.25000000E+01  1.31753819E-01  8.56613016E-01  9.88366835E-01  2.50000000E-02 -3.56219742E-09  2.14140340E-09 
      87  1.62500000E+02  6.25000000E+01 -4.55407585E-01  1.44377442E+00  9.88366835E-01  2.50000000E-02 -3.23020855E-09  6.86490403E-09 
      88  1.87500000E+02  6.25000000E+01 -5.64947174E-01  1.55331401E+00  9.88366834E-01  2.50000000E-02 -4.17137703E-09  8.45539878E-09 
      89  2.12500000E+02  6.25000000E+01  3.81153889E-01  6.07212946E-01  9.88366835E-01  2.50000000E-02 -8.36579815E-09  2.46102795E-10 
      90  2.37500000E+02  6.25000000E+01  8.45212841E-01  1.43153995E-01  9.88366836E-01  2.50000000E-02 -2.33724202E-08  7.06634802E-09 
      91  2.62500000E+02  6.25000000E+01 -2.37008896E-01  1.22537573E+00  9.88366839E-01  2.50000000E-02 -1.92443697E-09 -4.06238972E-08 
      92  2.87500000E+02  6.25000000E+01 -1.01501098E-01  1.08986794E+00  9.88366840E-01  2.50000000E-02  2.50872646E-09 -1.59338397E-08 
      93  3.12500000E+02  6.25000000E+01 -3.41664032E-01  1.33003087E+00  9.88366838E-01  2.50000000E-02  2.83142345E-09  4.34956581E-09 
      94  3.37500000E+02  6.25000000E+01 -5.72670355E-01  1.56103719E+00  9.88366839E-01  2.50000000E-02  1.89986399E-09 -8.50943957E-09 
      95  3.62500000E+02  6.25000000E+01 -7.40812302E-01  1.72917914E+00  9.88366839E-01  2.50000000E-02  3.82453931E-09 -7.42277859E-09 
      96  3.87500000E+02  6.25000000E+01  1.39403546E-01  8.48963293E-01  9.88366839E-01  2.50000000E-02  7.38719052E-09 -4.22222132E-09 
      97  4.12500000E+02  6.25000000E+01 -3.42636639E-01  1.33100348E+00  9.88366838E-01  2.50000000E-02  8.92106152E-09  4.05693419E-09 
      98  4.37500000E+02  6.25000000E+01 -8.09230132E-01  1.79759697E+00  9.88366838E-01  2.50000000E-02  8.99701491E-09  8.81514883E-09 
      99  4.62500000E+02  6.25000000E+01  8.36185138E-01  1.52181701E-01  9.88366839E-01  2.50000000E-02  8.39181893E-09  1.93441977E-09 
     100  4.87500000E+02  6.25000000E+01 -7.66004509E-01  1.75437135E+00  9.88366838E-01  2.50000000E-02  1.92916412E-09 -2.17022634E-09 
     101  5.12500000E+02  6.25000000E+01 -8.56193929E-01  1.84456077E+00  9.88366838E-01  2.50000000E-02  1.84837052E-09  8.91529866E-10 
     102  5.37500000E+02  6.25000000E+01  7.96759260E-01  1.91607578E-01  9.88366837E-01  2.50000000E-02  5.35203106E-09  2.92975490E-09 
     103  5.62500000E+02  6.25000000E+01  9.10743014E-01  7.76238237E-02  9.88366837E-01  2.50000000E-02  8.03421957E-09  7.25895441E-09 
     104  5.87500000E+02  6.25000000E+01  4.33256348E-01  5.55110488E-01  9.88366837E-01  2.50000000E-02  1.01857901E-09  3.31233533E-09 
     105  6.12500000E+02  6.25000000E+01 -2.25020687E-01  1.21338752E+00  9.88366837E-01  2.50000000E-02  1.27728625E-09 -1.57769600E-09 
     106  6.37500000E+02  6.25000000E+01  4.75225974E-01  5.13140863E-01  9.88366837E-01  2.50000000E-02  2.11611249E-09 -2.04045402E-10 
     107  6.62500000E+02  6.25000000E+01  4.58719477E-01  5.29647360E-01  9.88366837E-01  2.50000000E-02  2.29399229E-09  5.03945218E-11 
     108  6.87500000E+02  6.25000000E+01  9.60961101E-01  2.74057355E-02  9.88366837E-01  2.50000000E-02  5.28576346E-09  6.44859982E-09 
     109  7.12500000E+02  6.25000000E+01 -4.20474387E-01  1.40884122E+00  9.88366836E-01  2.50000000E-02  4.26502574E-10 -3.01404333E-10 
     110  7.37500000E+02  6.25000000E+01 -3.14378457E-01  1.30274529E+00  9.88366836E-01  2.50000000E-02  2.90305460E-10  1.27537356E-09 
     111  7.62500000E+02  6.25000000E+01 -1.11089879E-01  1.09945672E+00  9.88366836E-01  2.50000000E-02  1.95883562E-10 -7.31088538E-12 
     112  7.87500000E+02  6.25000000E+01 -7.61144773E-01  1.74951161E+00  9.88366836E-01  2.50000000E-02  1.79386448E-10  4.32687980E-10 
     113  8.12500000E+02  6.25000000E+01 -3.67239481E-02  1.02509078E+00  9.88366836E-01  2.50000000E-02 -9.22141572E-11  1.73770332E-09 
     114  8.37500000E+02  6.25000000E+01 -9.98738683E-01  1.98710552E+00  9.88366836E-01  2.50000000E-02 -2.58163807E-10  1.71217844E-09 
     115  8.62500000E+02  6.25000000E+01 -8.80356106E-01  1.86872294E+00  9.88366836E-01  2.50000000E-02 -2.01074304E-10  7.28383364E-10 
     116  8.87500000E+02  6.25000000E+01 -6.14383111E-01  1.60274995E+00  9.88366836E-01  2.50000000E-02 -1.27617130E-10  5.91288472E-11 
     117  9.12500000E+02  6.25000000E+01  3.58235454E-01  6.30131382E-01  9.88366836E-01  2.50000000E-02 -9.35065662E-11  7.64449326E-10 
     118  9.37500000E+02  6.25000000E+01  6.03469246E-01  3.84897590E-01  9.88366836E-01  2.50000000E-02 -2.48678406E-10  6.74570887E-10 
     119  9.62500000E+02  6.25000000E+01  4.41048308E-01  5.47318528E-01  9.88366836E-01  2.50000000E-02 -3.63547591E-10  3.14015783E-10 
     120  9.87500000E+02  6.25000000E+01  9.11711479E-01  7.66553570E-02  9.88366836E-01  2.50000000E-02 -3.55988477E-11  5.95722919E-10 
     121  1.25000000E+01  8.75000000E+01  1.08678609E-01  8.79688226E-01  9.88366835E-01  2.50000000E-02 -7.07066640E-10  4.99199669E-10 
     122  3.75000000E+01  8.75000000E+01 -2.28846589E-01  1.21721342E+00  9.88366835E-01  2.50000000E-02 -1.92174756E-09 -1.46956442E-10 
     123  6.25000000E+01  8.75000000E+01 -3.58835185E-01  1.34720202E+00  9.88366835E-01  2.50000000E-02 -2.60174516E-09  3.59037572E-09 
     124  8.75000000E+01  8.75000000E+01 -2.64391871E-01  1.25275871E+00  9.88366834E-01  2.50000000E-02 -4.15708900E-09  8.12187584E-09 
     125  1.12500000E+02  8.75000000E+01 -7.25763198E-02  1.06094315E+00  9.88366835E-01  2.50000000E-02 -6.13067569E-09  6.81391711E-10 
     126  1.37500000E+02  8.75000000E+01 -1.54400161E-01  1.14276700E+00  9.88366835E-01  2.50000000E-02 -5.65938479E-09  2.18637644E-09 
     127  1.62500000E+02  8.75000000E+01 -5.69328360E-02  1.04529967E+00  9.88366834E-01  2.50000000E-02 -6.26208610E-09  1.10023651E-08 
     128  1.87500000E+02  8.75000000E+01  9.24570212E-02  8.95909813E-01  9.88366834E-01  2.50000000E-02 -9.58619105E-09  1.41067038E-08 
     129  2.12500000E+02  8.75000000E+01 -4.43656183E-01  1.43202302E+00  9.88366835E-01  2.50000000E-02 -9.24586595E-09  8.36949181E-10 
     130  2.37500000E+02  8.75000000E+01 -5.57667035E-01  1.54603387E+00  9.88366835E-01  2.50000000E-02 -9.51777620E-09 -2.58802893E-09 
     131  2.62500000E+02  8.75000000E+01  8.18492517E-01  1.69874324E-01  9.88366840E-01  2.50000000E-02 -2.00570090E-08 -8.45883888E-08 
     132  2.87500000E+02  8.75000000E+01 -5.73086483E-01  1.56145332E+00  9.88366839E-01  2.50000000E-02  4.60302007E-09 -1.69534658E-08 
     133  3.12500000E+02  8.75000000E+01 -8.05166683E-01  1.79353352E+00  9.88366839E-01  2.50000000E-02  4.01969714E-09  6.92667254E-09 
     134  3.37500000E+02  8.75000000E+01 -3.46934284E-01  1.33530112E+00  9.88366839E-01  2.50000000E-02  3.19722539E-09 -9.45505680E-09 
     135  3.62500000E+02  8.75000000E+01 -3.61523406E-01  1.34989025E+00  9.88366839E-01  2.50000000E-02  3.91804244E-09 -9.25465832E-09 
     136  3.87500000E+02  8.75000000E+01 -3.84854875E-01  1.37322171E+00  9.88366839E-01  2.50000000E-02  5.34109245E-09 -4.26482570E-09 
     137  4.12500000E+02  8.75000000E+01  6.99363783E-01  2.89003055E-01  9.88366838E-01  2.50000000E-02  1.72120510E-08  1.10421064E-09 
     138  4.37500000E+02  8.75000000E+01 -8.75640272E-01  1.86400711E+00  9.88366838E-01  2.50000000E-02  2.10051298E-08  9.95607640E-09 
     139  4.62500000E+02  8.75000000E+01  6.10751907E-01  3.77614931E-01  9.88366838E-01  2.50000000E-02  2.29920332E-08 -1.66277533E-09 
     140  4.87500000E+02  8.75000000E+01  3.56843358E-01  6.31523479E-01  9.88366837E-01  2.50000000E-02  1.98977583E-08 -4.48690013E-09 
     141  5.12500000E+02  8.75000000E+01  1.64731033E-01  8.23635805E-01  9.88366837E-01  2.50000000E-02  1.63184013E-08  2.36790387E-09 
     142  5.37500000E+02  8.75000000E+01 -7.42538812E-01  1.73090565E+00  9.88366836E-01  2.50000000E-02  1.11719182E-08 -2.48141587E-09 
     143  5.62500000E+02  8.75000000E+01 -9.48118006E-01  1.93648484E+00  9.88366837E-01  2.50000000E-02  9.79575112E-09  4.42511408E-09 
     144  5.87500000E+02  8.75000000E+01 -3.36867799E-01  1.32523464E+00  9.88366837E-01  2.50000000E-02  8.84199287E-09  3.47295710E-09 
     145  6.12500000E+02  8.75000000E+01 -8.26321860E-01  1.81468870E+00  9.88366837E-01  2.50000000E-02  8.94518913E-09 -3.63483504E-10 
     146  6.37500000E+02  8.75000000E+01  4.72054294E-01  5.16312542E-01  9.88366837E-01  2.50000000E-02  1.37085837E-08 -8.23470483E-10 
     147  6.62500000E+02  8.75000000E+01  3.81361642E-01  6.07005195E-01  9.88366836E-01  2.50000000E-02  1.35131134E-08  4.82415700E-10 
     148  6.87500000E+02  8.75000000E+01  2.08037102E-01  7.80329734E-01  9.88366836E-01  2.50000000E-02  1.25724198E-08  6.54302927E-09 
     149  7.12500000E+02  8.75000000E+01  7.21356006E-01  2.67010831E-01  9.88366837E-01  2.50000000E-02  1.06517368E-08 -1.00343893E-09 
     150  7.37500000E+02  8.75000000E+01 -6.36567943E-01  1.62493478E+00  9.88366836E-01  2.50000000E-02  7.22962261E-09  1.43363565E-09 
     151  7.62500000E+02  8.75000000E+01  2.81442429E-01  7.06924407E-01  9.88366836E-01  2.50000000E-02  6.36984706E-09 -3.62195498E-11 
     152  7.87500000E+02  8.75000000E+01 -8.69344436E-01  1.85771127E+00  9.88366836E-01  2.50000000E-02  5.93659446E-09  6.47706063E-10 
     153  8.12500000E+02  8.75000000E+01  2.54507633E-01  7.33859203E-01  9.88366836E-01  2.50000000E-02  4.94023670E-09  3.05834571E-09 
     154  8.37500000E+02  8.75000000E+01 -1.03986893E-01  1.09235373E+00  9.88366836E-01  2.50000000E-02  3.67067922E-09  2.26972050E-09 
     155  8.62500000E+02  8.75000000E+01  1.39175414E-01  8.49191422E-01  9.88366836E-01  2.50000000E-02  2.84430756E-09  1.41832921E-09 
     156  8.87500000E+02  8.75000000E+01 -8.52254150E-01  1.84062099E+00  9.88366836E-01  2.50000000E-02  2.27469911E-09  6.51367527E-11 
     157  9.12500000E+02  8.75000000E+01  9.24882240E-02  8.95878612E-01  9.88366836E-01  2.50000000E-02  1.96588448E-09  1.19357710E-09 
     158  9.37500000E+02  8.75000000E+01  2.11924596E-01  7.76442241E-01  9.88366836E-01  2.50000000E-02  1.89948672E-09  1.39949858E-09 
     159  9.62500000E+02  8.75000000E+01  7.91661204E-01  1.96705632E-01  9.88366836E-01  2.50000000E-02  1.70814593E-09  6.38503016E-10 
     160  9.87500000E+02  8.75000000E+01 -7.84772235E-01  1.77313907E+00  9.88366836E-01  2.50000000E-02  4.79381453E-11  1.86939522E-10 
     161  1.25000000E+01  1.12500000E+02 -1.38517810E-01  1.12688464E+00  9.88366834E-01  2.50000000E-02 -5.66306469E-11  1.65824012E-09 
     162  3.75000000E+01  1.12500000E+02 -5.15752501E-01  1.50411934E+00  9.88366834E-01  2.50000000E-02 -2.20095240E-10  6.40026400E-10 
     163  6.25000000E+01  1.12500000E+02  6.79722152E-01  3.08644683E-01  9.88366835E-01  2.50000000E-02 -1.13630053E-09  4.04690932E-09 
     164  8.75000000E+01  1.12500000E+02  3.93778443E-01  5.94588391E-01  9.88366834E-01  2.50000000E-02 -2.31401811E-09  9.59413027E-09 
     165  1.12500000E+02  1.12500000E+02 -7.51376039E-01  1.73974287E+00  9.88366834E-01  2.50000000E-02 -2.72312341E-09  5.31565955E-10 
     166  1.37500000E+02  1.12500000E+02  9.94759526E-01  1.77630838E-07  9.94759703E-01  2.50000000E-02  2.49094957E-11  3.02610376E-11 
     167  1.62500000E+02  1.12500000E+02 -5.96844762E-03  9.94335283E-01  9.88366835E-01  2.50000000E-02 -1.33391484E-08  1.73422325E-08 
     168  1.87500000E+02  1.12500000E+02  2.73210245E-01  7.15156590E-01  9.88366834E-01  2.50000000E-02 -1.67707123E-08  2.13129085E-08 
     169  2.12500000E+02  1.12500000E+02 -7.97240036E-01  1.78560687E+00  9.88366836E-01  2.50000000E-02 -1.62959207E-08  4.29321939E-09 
     170  2.37500000E+02  1.12500000E+02 -5.90233836E-01  1.57860067E+00  9.88366834E-01  2.50000000E-02 -1.92503043E-08 -4.22359992E-09 
     171  2.62500000E+02  1.12500000E+02  4.42065805E-01  5.46301039E-01  9.88366845E-01  2.50000000E-02 -1.50858173E-08 -8.37324971E-08 
     172  2.87500000E+02  1.12500000E+02 -3.93244859E-01  1.38161170E+00  9.88366839E-01  2.50000000E-02  1.05716754E-08 -1.88601108E-08 
     173  3.12500000E+02  1.12500000E+02  3.09424066E-01  6.78942772E-01  9.88366838E-01  2.50000000E-02  7.12375447E-09  1.81266186E-08 
     174  3.37500000E+02  1.12500000E+02 -9.66486511E-01  1.95485335E+00  9.88366839E-01  2.50000000E-02  1.14922696E-09 -1.16597202E-08 
     175  3.62500000E+02  1.12500000E+02 -3.44924414E-01  1.33329125E+00  9.88366839E-01  2.50000000E-02  9.60670856E-10 -1.10805685E-08 
     176  3.87500000E+02  1.12500000E+02  3.36817882E-02  9.54685051E-01  9.88366839E-01  2.50000000E-02  2.14716049E-09 -4.14566833E-09 
     177  4.12500000E+02  1.12500000E+02  5.63483232E-01  4.24883607E-01  9.88366839E-01  2.50000000E-02  3.29503944E-09 -1.01279968E-09 
     178  4.37500000E+02  1.12500000E+02 -4.61520794E-01  1.44988763E+00  9.88366838E-01  2.50000000E-02  9.82940137E-10  1.06326513E-08 
     179  4.62500000E+02  1.12500000E+02 -8.93975861E-02  1.07776442E+00  9.88366839E-01  2.50000000E-02  1.20988898E-09 -2.14421944E-09 
     180  4.87500000E+02  1.12500000E+02  5.86560371E-01  4.01806468E-01  9.88366838E-01  2.50000000E-02  5.65745922E-09 -8.18405995E-09 
