 # Gnuplot DataFile Version
 # i x y bathy h zs Manning u v
      19  4.62500000E+02  1.25000000E+01 -9.20531819E-01  1.90889866E+00  9.88366836E-01  2.50000000E-02  5.82225991E-10 -2.41482349E-11 
      20  4.87500000E+02  1.25000000E+01  2.92289694E-01  6.96077142E-01  9.88366836E-01  2.50000000E-02  1.10584261E-09 -1.97651136E-11 
      21  5.12500000E+02  1.25000000E+01 -6.29697380E-01  1.61806422E+00  9.88366836E-01  2.50000000E-02  9.97940112E-10  1.08401351E-11 
      22  5.37500000E+02  1.25000000E+01  1.38086539E-01  8.50280297E-01  9.88366836E-01  2.50000000E-02  8.36244899E-10  5.81256268E-11 
      23  5.62500000E+02  1.25000000E+01 -7.46759496E-01  1.73512633E+00  9.88366836E-01  2.50000000E-02  9.46236279E-10  5.48107172E-11 
      24  5.87500000E+02  1.25000000E+01  7.38600993E-01  2.49765843E-01  9.88366836E-01  2.50000000E-02  1.82059332E-09  1.35895739E-10 
      25  6.12500000E+02  1.25000000E+01 -7.02905248E-01  1.69127208E+00  9.88366836E-01  2.50000000E-02  1.73879045E-09  3.65604801E-11 
      26  6.37500000E+02  1.25000000E+01  8.08237824E-01  1.80129012E-01  9.88366836E-01  2.50000000E-02  1.58065354E-09  9.96297445E-11 
      27  6.62500000E+02  1.25000000E+01  2.71836042E-01  7.16530794E-01  9.88366836E-01  2.50000000E-02  7.04967007E-10 -1.15692587E-10 
      28  6.87500000E+02  1.25000000E+01  1.36223681E-01  8.52143155E-01  9.88366836E-01  2.50000000E-02  6.61195812E-10 -9.67491820E-11 
      29  7.12500000E+02  1.25000000E+01 -3.85249797E-01  1.37361663E+00  9.88366836E-01  2.50000000E-02  5.94999646E-10 -1.80254397E-11 
      30  7.37500000E+02  1.25000000E+01 -2.31877380E-01  1.22024422E+00  9.88366836E-01  2.50000000E-02  5.19545910E-10  8.64841465E-11 
      31  7.62500000E+02  1.25000000E+01  1.13778251E-01  8.74588585E-01  9.88366836E-01  2.50000000E-02  4.75992841E-10  2.52022995E-11 
      32  7.87500000E+02  1.25000000E+01 -2.03716185E-01  1.19208302E+00  9.88366836E-01  2.50000000E-02  3.63630008E-10  1.17173763E-11 
      33  8.12500000E+02  1.25000000E+01 -8.01970376E-01  1.79033721E+00  9.88366836E-01  2.50000000E-02  2.60624878E-10  2.88235538E-11 
      34  8.37500000E+02  1.25000000E+01 -2.45458514E-01  1.23382535E+00  9.88366836E-01  2.50000000E-02  2.14661554E-10  7.94308925E-11 
      35  8.62500000E+02  1.25000000E+01  6.55172082E-01  3.33194753E-01  9.88366836E-01  2.50000000E-02  1.63582613E-10  4.88674374E-11 
      36  8.87500000E+02  1.25000000E+01 -7.59466771E-01  1.74783361E+00  9.88366836E-01  2.50000000E-02  4.86083075E-11 -1.00815116E-12 
      37  9.12500000E+02  1.25000000E+01 -1.48571111E-01  1.13693795E+00  9.88366836E-01  2.50000000E-02  3.03220097E-11  8.24197665E-12 
      38  9.37500000E+02  1.25000000E+01 -9.38289085E-01  1.92665592E+00  9.88366836E-01  2.50000000E-02  2.70194993E-11  1.08762725E-12 
      39  9.62500000E+02  1.25000000E+01  6.10300161E-01  3.78066674E-01  9.88366836E-01  2.50000000E-02  3.32281879E-11  1.58828700E-11 
      40  9.87500000E+02  1.25000000E+01 -2.47851854E-01  1.23621869E+00  9.88366836E-01  2.50000000E-02  2.68154082E-12  3.19528657E-12 
      41  1.25000000E+01  3.75000000E+01 -5.98248598E-03  9.94349321E-01  9.88366835E-01  2.50000000E-02  1.79947446E-11 -5.15732177E-11 
      42  3.75000000E+01  3.75000000E+01 -2.67561176E-01  1.25592801E+00  9.88366835E-01  2.50000000E-02  6.27952688E-11 -7.99444768E-11 
      43  6.25000000E+01  3.75000000E+01 -5.60496726E-01  1.54886356E+00  9.88366835E-01  2.50000000E-02  1.08944620E-10 -9.86190629E-13 
      44  8.75000000E+01  3.75000000E+01  6.36443375E-01  3.51923461E-01  9.88366835E-01  2.50000000E-02  2.90270927E-10  3.34372173E-10 
      45  1.12500000E+02  3.75000000E+01  9.86166516E-01  2.20031974E-03  9.88366835E-01  2.50000000E-02 -6.16357854E-09 -2.11771267E-09 
      46  1.37500000E+02  3.75000000E+01 -5.10431734E-01  1.49879857E+00  9.88366836E-01  2.50000000E-02 -2.50456448E-10  1.01831050E-10 
      47  1.62500000E+02  3.75000000E+01 -4.55747954E-01  1.44411479E+00  9.88366835E-01  2.50000000E-02 -5.61086347E-10  5.37439658E-10 
      48  1.87500000E+02  3.75000000E+01 -9.26617771E-01  1.91498461E+00  9.88366835E-01  2.50000000E-02 -1.24548203E-09  8.42954325E-10 
      49  2.12500000E+02  3.75000000E+01 -6.05654847E-01  1.59402168E+00  9.88366836E-01  2.50000000E-02 -1.66333454E-09  1.75940126E-10 
      50  2.37500000E+02  3.75000000E+01 -4.45395756E-01  1.43376259E+00  9.88366835E-01  2.50000000E-02 -2.07448127E-09  2.38201769E-09 
      51  2.62500000E+02  3.75000000E+01  6.78131645E-01  3.10235191E-01  9.88366836E-01  2.50000000E-02 -3.87568040E-09 -2.67806661E-09 
      52  2.87500000E+02  3.75000000E+01  4.31827320E-01  5.56539516E-01  9.88366836E-01  2.50000000E-02 -2.74289206E-09 -1.56851420E-09 
      53  3.12500000E+02  3.75000000E+01  9.58920598E-01  2.94462375E-02  9.88366836E-01  2.50000000E-02 -1.51304550E-09  8.20960360E-10 
      54  3.37500000E+02  3.75000000E+01 -1.43604037E-01  1.13197087E+00  9.88366836E-01  2.50000000E-02  6.16324443E-10 -7.05272653E-10 
      55  3.62500000E+02  3.75000000E+01 -7.98346345E-01  1.78671318E+00  9.88366836E-01  2.50000000E-02  8.69465810E-10 -8.01118404E-10 
      56  3.87500000E+02  3.75000000E+01 -7.61416868E-01  1.74978370E+00  9.88366836E-01  2.50000000E-02  1.00102974E-09 -2.56596733E-10 
      57  4.12500000E+02  3.75000000E+01 -7.32299337E-01  1.72066617E+00  9.88366836E-01  2.50000000E-02  1.04140953E-09  3.58757840E-10 
      58  4.37500000E+02  3.75000000E+01  4.06542981E-03  9.84301406E-01  9.88366836E-01  2.50000000E-02  1.04912907E-09  4.98313261E-10 
      59  4.62500000E+02  3.75000000E+01  5.23048454E-01  4.65318382E-01  9.88366836E-01  2.50000000E-02  9.52931458E-10 -1.41084769E-10 
      60  4.87500000E+02  3.75000000E+01  8.70015014E-01  1.18351822E-01  9.88366836E-01  2.50000000E-02  1.80637138E-09 -9.84492821E-11 
      61  5.12500000E+02  3.75000000E+01  6.95774785E-02  9.18789357E-01  9.88366836E-01  2.50000000E-02  3.56978430E-10 -7.44822424E-12 
      62  5.37500000E+02  3.75000000E+01 -2.62874281E-01  1.25124112E+00  9.88366836E-01  2.50000000E-02  3.17792294E-10  1.32044441E-10 
      63  5.62500000E+02  3.75000000E+01  2.57640648E-02  9.62602771E-01  9.88366836E-01  2.50000000E-02  4.90846518E-10  2.06064449E-10 
      64  5.87500000E+02  3.75000000E+01  5.75245284E-01  4.13121552E-01  9.88366836E-01  2.50000000E-02  8.87860500E-10  4.10112930E-10 
      65  6.12500000E+02  3.75000000E+01 -6.05455565E-01  1.59382240E+00  9.88366836E-01  2.50000000E-02  4.45422600E-10 -2.70585037E-11 
      66  6.37500000E+02  3.75000000E+01 -6.78783371E-01  1.66715021E+00  9.88366836E-01  2.50000000E-02  4.12173066E-10  1.84016863E-11 
      67  6.62500000E+02  3.75000000E+01 -9.13459003E-01  1.90182584E+00  9.88366836E-01  2.50000000E-02  3.91862661E-10 -1.92449896E-10 
      68  6.87500000E+02  3.75000000E+01 -6.50455217E-01  1.63882205E+00  9.88366836E-01  2.50000000E-02  4.13783857E-10 -1.89261710E-10 
      69  7.12500000E+02  3.75000000E+01  2.69543656E-01  7.18823180E-01  9.88366836E-01  2.50000000E-02  5.47722450E-10 -3.43157187E-11 
      70  7.37500000E+02  3.75000000E+01 -3.48170109E-01  1.33653694E+00  9.88366836E-01  2.50000000E-02  3.52101292E-10  1.62755729E-10 
      71  7.62500000E+02  3.75000000E+01 -8.77683744E-01  1.86605058E+00  9.88366836E-01  2.50000000E-02  2.68314911E-10  2.46419123E-11 
      72  7.87500000E+02  3.75000000E+01 -6.64986548E-01  1.65335338E+00  9.88366836E-01  2.50000000E-02  2.37679866E-10  4.08496980E-11 
      73  8.12500000E+02  3.75000000E+01 -8.83911452E-01  1.87227829E+00  9.88366836E-01  2.50000000E-02  2.13864757E-10  9.43518744E-11 
      74  8.37500000E+02  3.75000000E+01 -4.05378689E-01  1.39374552E+00  9.88366836E-01  2.50000000E-02  1.76107667E-10  1.80681578E-10 
      75  8.62500000E+02  3.75000000E+01 -9.46473242E-01  1.93484008E+00  9.88366836E-01  2.50000000E-02  1.21064590E-10  8.47369444E-11 
      76  8.87500000E+02  3.75000000E+01 -4.51688796E-02  1.03353572E+00  9.88366836E-01  2.50000000E-02  7.58630754E-11  8.84441801E-12 
      77  9.12500000E+02  3.75000000E+01  1.61625845E-01  8.26740991E-01  9.88366836E-01  2.50000000E-02  7.26362443E-11  5.41297707E-11 
      78  9.37500000E+02  3.75000000E+01  8.80252354E-01  1.08114481E-01  9.88366836E-01  2.50000000E-02  8.67801271E-11  1.14167031E-10 
      79  9.62500000E+02  3.75000000E+01 -4.78569655E-01  1.46693649E+00  9.88366836E-01  2.50000000E-02 -9.25366090E-13  3.79665775E-11 
      80  9.87500000E+02  3.75000000E+01 -4.41479578E-01  1.42984641E+00  9.88366836E-01  2.50000000E-02 -1.09258154E-12  7.43620629E-12 
      81  1.25000000E+01  6.25000000E+01 -2.22133777E-01  1.21050061E+00  9.88366835E-01  2.50000000E-02 -1.55597191E-11 -4.35888518E-11 
      82  3.75000000E+01  6.25000000E+01 -9.22805164E-01  1.91117200E+00  9.88366835E-01  2.50000000E-02 -4.06325445E-11 -9.97324668E-11 
      83  6.25000000E+01  6.25000000E+01  8.67690341E-01  1.20676495E-01  9.88366835E-01  2.50000000E-02 -4.90281343E-10  1.12857702E-10 
      84  8.75000000E+01  6.25000000E+01  5.96017279E-01  3.92349557E-01  9.88366835E-01  2.50000000E-02 -8.66708605E-10  7.02085587E-10 
      85  1.12500000E+02  6.25000000E+01  6.44978475E-01  3.43388361E-01  9.88366835E-01  2.50000000E-02 -9.01123475E-10 -3.50705249E-11 
      86  1.37500000E+02  6.25000000E+01  1.31753819E-01  8.56613016E-01  9.88366836E-01  2.50000000E-02 -4.68328811E-10  2.36786983E-10 
      87  1.62500000E+02  6.25000000E+01 -4.55407585E-01  1.44377442E+00  9.88366835E-01  2.50000000E-02 -4.24190054E-10  9.13008072E-10 
      88  1.87500000E+02  6.25000000E+01 -5.64947174E-01  1.55331401E+00  9.88366835E-01  2.50000000E-02 -5.49715498E-10  1.12856582E-09 
      89  2.12500000E+02  6.25000000E+01  3.81153889E-01  6.07212946E-01  9.88366835E-01  2.50000000E-02 -1.10540371E-09  4.19085312E-11 
      90  2.37500000E+02  6.25000000E+01  8.45212841E-01  1.43153994E-01  9.88366836E-01  2.50000000E-02 -3.09506411E-09  9.40669339E-10 
      91  2.62500000E+02  6.25000000E+01 -2.37008896E-01  1.22537573E+00  9.88366836E-01  2.50000000E-02 -2.55819885E-10 -5.38994008E-09 
      92  2.87500000E+02  6.25000000E+01 -1.01501098E-01  1.08986793E+00  9.88366836E-01  2.50000000E-02  3.31026358E-10 -2.10965394E-09 
      93  3.12500000E+02  6.25000000E+01 -3.41664032E-01  1.33003087E+00  9.88366836E-01  2.50000000E-02  3.66923094E-10  5.87776918E-10 
      94  3.37500000E+02  6.25000000E+01 -5.72670355E-01  1.56103719E+00  9.88366836E-01  2.50000000E-02  2.40965875E-10 -1.13153227E-09 
      95  3.62500000E+02  6.25000000E+01 -7.40812302E-01  1.72917914E+00  9.88366836E-01  2.50000000E-02  4.96694128E-10 -9.77477549E-10 
      96  3.87500000E+02  6.25000000E+01  1.39403546E-01  8.48963290E-01  9.88366836E-01  2.50000000E-02  9.66217920E-10 -5.60647816E-10 
      97  4.12500000E+02  6.25000000E+01 -3.42636639E-01  1.33100347E+00  9.88366836E-01  2.50000000E-02  1.17110254E-09  5.14960243E-10 
      98  4.37500000E+02  6.25000000E+01 -8.09230132E-01  1.79759697E+00  9.88366836E-01  2.50000000E-02  1.18208088E-09  1.15610032E-09 
      99  4.62500000E+02  6.25000000E+01  8.36185138E-01  1.52181698E-01  9.88366836E-01  2.50000000E-02  1.11595982E-09  2.11211479E-10 
     100  4.87500000E+02  6.25000000E+01 -7.66004509E-01  1.75437134E+00  9.88366836E-01  2.50000000E-02  2.66990646E-10 -3.21477546E-10 
     101  5.12500000E+02  6.25000000E+01 -8.56193929E-01  1.84456076E+00  9.88366836E-01  2.50000000E-02  2.56836428E-10  1.15468674E-10 
     102  5.37500000E+02  6.25000000E+01  7.96759260E-01  1.91607576E-01  9.88366836E-01  2.50000000E-02  7.43387771E-10  3.94017302E-10 
     103  5.62500000E+02  6.25000000E+01  9.10743014E-01  7.76238223E-02  9.88366836E-01  2.50000000E-02  1.10821125E-09  9.88451378E-10 
     104  5.87500000E+02  6.25000000E+01  4.33256348E-01  5.55110487E-01  9.88366836E-01  2.50000000E-02  1.42699014E-10  4.44053889E-10 
     105  6.12500000E+02  6.25000000E+01 -2.25020687E-01  1.21338752E+00  9.88366836E-01  2.50000000E-02  1.78322529E-10 -2.19896523E-10 
     106  6.37500000E+02  6.25000000E+01  4.75225974E-01  5.13140862E-01  9.88366836E-01  2.50000000E-02  2.92706138E-10 -3.47053680E-11 
     107  6.62500000E+02  6.25000000E+01  4.58719477E-01  5.29647359E-01  9.88366836E-01  2.50000000E-02  3.16455563E-10  2.27344041E-12 
     108  6.87500000E+02  6.25000000E+01  9.60961101E-01  2.74057346E-02  9.88366836E-01  2.50000000E-02  7.31826989E-10  8.71487981E-10 
     109  7.12500000E+02  6.25000000E+01 -4.20474387E-01  1.40884122E+00  9.88366836E-01  2.50000000E-02  5.84595037E-11 -4.22577751E-11 
     110  7.37500000E+02  6.25000000E+01 -3.14378457E-01  1.30274529E+00  9.88366836E-01  2.50000000E-02  3.97160666E-11  1.74423556E-10 
     111  7.62500000E+02  6.25000000E+01 -1.11089879E-01  1.09945671E+00  9.88366836E-01  2.50000000E-02  2.65571670E-11 -1.13939631E-12 
     112  7.87500000E+02  6.25000000E+01 -7.61144773E-01  1.74951161E+00  9.88366836E-01  2.50000000E-02  2.44417113E-11  5.79286262E-11 
     113  8.12500000E+02  6.25000000E+01 -3.67239481E-02  1.02509078E+00  9.88366836E-01  2.50000000E-02 -1.15042530E-11  2.31548576E-10 
     114  8.37500000E+02  6.25000000E+01 -9.98738683E-01  1.98710552E+00  9.88366836E-01  2.50000000E-02 -3.33222656E-11  2.30960766E-10 
     115  8.62500000E+02  6.25000000E+01 -8.80356106E-01  1.86872294E+00  9.88366836E-01  2.50000000E-02 -2.54612537E-11  9.82072693E-11 
     116  8.87500000E+02  6.25000000E+01 -6.14383111E-01  1.60274995E+00  9.88366836E-01  2.50000000E-02 -1.50351113E-11  7.44889626E-12 
     117  9.12500000E+02  6.25000000E+01  3.58235454E-01  6.30131382E-01  9.88366836E-01  2.50000000E-02 -8.55844015E-12  1.02614431E-10 
     118  9.37500000E+02  6.25000000E+01  6.03469246E-01  3.84897590E-01  9.88366836E-01  2.50000000E-02 -2.81598474E-11  8.86556920E-11 
     119  9.62500000E+02  6.25000000E+01  4.41048308E-01  5.47318528E-01  9.88366836E-01  2.50000000E-02 -4.35520426E-11  3.89242403E-11 
     120  9.87500000E+02  6.25000000E+01  9.11711479E-01  7.66553564E-02  9.88366836E-01  2.50000000E-02 -1.71657466E-12  7.80151711E-11 
     121  1.25000000E+01  8.75000000E+01  1.08678609E-01  8.79688227E-01  9.88366835E-01  2.50000000E-02 -9.66652781E-11  6.91573788E-11 
     122  3.75000000E+01  8.75000000E+01 -2.28846589E-01  1.21721342E+00  9.88366835E-01  2.50000000E-02 -2.62554274E-10 -1.94848471E-11 
     123  6.25000000E+01  8.75000000E+01 -3.58835185E-01  1.34720202E+00  9.88366835E-01  2.50000000E-02 -3.54965726E-10  4.82365126E-10 
     124  8.75000000E+01  8.75000000E+01 -2.64391871E-01  1.25275871E+00  9.88366835E-01  2.50000000E-02 -5.64827608E-10  1.09042682E-09 
     125  1.12500000E+02  8.75000000E+01 -7.25763198E-02  1.06094316E+00  9.88366835E-01  2.50000000E-02 -8.24083442E-10  7.04925636E-11 
     126  1.37500000E+02  8.75000000E+01 -1.54400161E-01  1.14276700E+00  9.88366836E-01  2.50000000E-02 -7.49151964E-10  2.38684126E-10 
     127  1.62500000E+02  8.75000000E+01 -5.69328360E-02  1.04529967E+00  9.88366835E-01  2.50000000E-02 -8.22210307E-10  1.46220738E-09 
     128  1.87500000E+02  8.75000000E+01  9.24570212E-02  8.95909814E-01  9.88366835E-01  2.50000000E-02 -1.26404108E-09  1.88419636E-09 
     129  2.12500000E+02  8.75000000E+01 -4.43656183E-01  1.43202302E+00  9.88366836E-01  2.50000000E-02 -1.22239618E-09  1.16992214E-10 
     130  2.37500000E+02  8.75000000E+01 -5.57667035E-01  1.54603387E+00  9.88366835E-01  2.50000000E-02 -1.25959615E-09 -3.41385535E-10 
     131  2.62500000E+02  8.75000000E+01  8.18492517E-01  1.69874320E-01  9.88366836E-01  2.50000000E-02 -2.65722785E-09 -1.12206821E-08 
     132  2.87500000E+02  8.75000000E+01 -5.73086483E-01  1.56145332E+00  9.88366836E-01  2.50000000E-02  6.10215832E-10 -2.24547103E-09 
     133  3.12500000E+02  8.75000000E+01 -8.05166683E-01  1.79353352E+00  9.88366836E-01  2.50000000E-02  5.31947825E-10  9.32998708E-10 
     134  3.37500000E+02  8.75000000E+01 -3.46934284E-01  1.33530112E+00  9.88366836E-01  2.50000000E-02  4.23055955E-10 -1.25941655E-09 
     135  3.62500000E+02  8.75000000E+01 -3.61523406E-01  1.34989024E+00  9.88366836E-01  2.50000000E-02  5.19518598E-10 -1.22085059E-09 
     136  3.87500000E+02  8.75000000E+01 -3.84854875E-01  1.37322171E+00  9.88366836E-01  2.50000000E-02  7.08101782E-10 -5.67552093E-10 
     137  4.12500000E+02  8.75000000E+01  6.99363783E-01  2.89003053E-01  9.88366836E-01  2.50000000E-02  2.31286739E-09  4.33512824E-11 
     138  4.37500000E+02  8.75000000E+01 -8.75640272E-01  1.86400711E+00  9.88366836E-01  2.50000000E-02  2.84370185E-09  1.30361897E-09 
     139  4.62500000E+02  8.75000000E+01  6.10751907E-01  3.77614929E-01  9.88366836E-01  2.50000000E-02  3.12449387E-09 -2.82638314E-10 
     140  4.87500000E+02  8.75000000E+01  3.56843358E-01  6.31523478E-01  9.88366836E-01  2.50000000E-02  2.71469516E-09 -6.42164557E-10 
     141  5.12500000E+02  8.75000000E+01  1.64731033E-01  8.23635803E-01  9.88366836E-01  2.50000000E-02  2.22693251E-09  3.17309280E-10 
     142  5.37500000E+02  8.75000000E+01 -7.42538812E-01  1.73090565E+00  9.88366836E-01  2.50000000E-02  1.52662790E-09 -3.43288175E-10 
     143  5.62500000E+02  8.75000000E+01 -9.48118006E-01  1.93648484E+00  9.88366836E-01  2.50000000E-02  1.33908811E-09  6.04625034E-10 
     144  5.87500000E+02  8.75000000E+01 -3.36867799E-01  1.32523463E+00  9.88366836E-01  2.50000000E-02  1.20927195E-09  4.67026943E-10 
     145  6.12500000E+02  8.75000000E+01 -8.26321860E-01  1.81468870E+00  9.88366836E-01  2.50000000E-02  1.22431701E-09 -5.43516611E-11 
     146  6.37500000E+02  8.75000000E+01  4.72054294E-01  5.16312541E-01  9.88366836E-01  2.50000000E-02  1.87443373E-09 -1.19069582E-10 
     147  6.62500000E+02  8.75000000E+01  3.81361642E-01  6.07005194E-01  9.88366836E-01  2.50000000E-02  1.84595416E-09  6.18020730E-11 
     148  6.87500000E+02  8.75000000E+01  2.08037102E-01  7.80329734E-01  9.88366836E-01  2.50000000E-02  1.71818431E-09  8.89795482E-10 
     149  7.12500000E+02  8.75000000E+01  7.21356006E-01  2.67010830E-01  9.88366836E-01  2.50000000E-02  1.45960650E-09 -1.42110700E-10 
     150  7.37500000E+02  8.75000000E+01 -6.36567943E-01  1.62493478E+00  9.88366836E-01  2.50000000E-02  9.88427741E-10  1.95877779E-10 
     151  7.62500000E+02  8.75000000E+01  2.81442429E-01  7.06924406E-01  9.88366836E-01  2.50000000E-02  8.69931522E-10 -5.86304691E-12 
     152  7.87500000E+02  8.75000000E+01 -8.69344436E-01  1.85771127E+00  9.88366836E-01  2.50000000E-02  8.10039776E-10  8.65932089E-11 
     153  8.12500000E+02  8.75000000E+01  2.54507633E-01  7.33859202E-01  9.88366836E-01  2.50000000E-02  6.75430692E-10  4.06602850E-10 
     154  8.37500000E+02  8.75000000E+01 -1.03986893E-01  1.09235373E+00  9.88366836E-01  2.50000000E-02  5.04150420E-10  3.04736556E-10 
     155  8.62500000E+02  8.75000000E+01  1.39175414E-01  8.49191421E-01  9.88366836E-01  2.50000000E-02  3.91978295E-10  1.90375507E-10 
     156  8.87500000E+02  8.75000000E+01 -8.52254150E-01  1.84062099E+00  9.88366836E-01  2.50000000E-02  3.14042509E-10  8.31126484E-12 
     157  9.12500000E+02  8.75000000E+01  9.24882240E-02  8.95878612E-01  9.88366836E-01  2.50000000E-02  2.71238518E-10  1.60362736E-10 
     158  9.37500000E+02  8.75000000E+01  2.11924596E-01  7.76442240E-01  9.88366836E-01  2.50000000E-02  2.61956730E-10  1.89425375E-10 
     159  9.62500000E+02  8.75000000E+01  7.91661204E-01  1.96705632E-01  9.88366836E-01  2.50000000E-02  2.34921536E-10  8.18039367E-11 
     160  9.87500000E+02  8.75000000E+01 -7.84772235E-01  1.77313907E+00  9.88366836E-01  2.50000000E-02  6.55016943E-12  2.48319471E-11 
     161  1.25000000E+01  1.12500000E+02 -1.38517810E-01  1.12688465E+00  9.88366835E-01  2.50000000E-02 -9.68164619E-12  2.29403365E-10 
     162  3.75000000E+01  1.12500000E+02 -5.15752501E-01  1.50411934E+00  9.88366835E-01  2.50000000E-02 -3.66370286E-11  8.85654591E-11 
     163  6.25000000E+01  1.12500000E+02  6.79722152E-01  3.08644684E-01  9.88366835E-01  2.50000000E-02 -1.91245601E-10  5.54508974E-10 
     164  8.75000000E+01  1.12500000E+02  3.93778443E-01  5.94588393E-01  9.88366835E-01  2.50000000E-02 -3.62883320E-10  1.30086544E-09 
     165  1.12500000E+02  1.12500000E+02 -7.51376039E-01  1.73974287E+00  9.88366835E-01  2.50000000E-02 -4.18852898E-10  5.39015646E-11 
     166  1.37500000E+02  1.12500000E+02  9.94759526E-01  1.13060975E-07  9.94759639E-01  2.50000000E-02  1.08795192E-11  1.32168689E-11 
     167  1.62500000E+02  1.12500000E+02 -5.96844762E-03  9.94335283E-01  9.88366836E-01  2.50000000E-02 -1.71901936E-09  2.31446508E-09 
     168  1.87500000E+02  1.12500000E+02  2.73210245E-01  7.15156591E-01  9.88366835E-01  2.50000000E-02 -2.18294221E-09  2.85085199E-09 
     169  2.12500000E+02  1.12500000E+02 -7.97240036E-01  1.78560687E+00  9.88366836E-01  2.50000000E-02 -2.14311984E-09  5.74294428E-10 
     170  2.37500000E+02  1.12500000E+02 -5.90233836E-01  1.57860067E+00  9.88366835E-01  2.50000000E-02 -2.53897625E-09 -5.53751788E-10 
     171  2.62500000E+02  1.12500000E+02  4.42065805E-01  5.46301032E-01  9.88366837E-01  2.50000000E-02 -1.98831660E-09 -1.11014689E-08 
     172  2.87500000E+02  1.12500000E+02 -3.93244859E-01  1.38161169E+00  9.88366836E-01  2.50000000E-02  1.40599793E-09 -2.49713834E-09 
     173  3.12500000E+02  1.12500000E+02  3.09424066E-01  6.78942770E-01  9.88366836E-01  2.50000000E-02  9.36384841E-10  2.43605446E-09 
     174  3.37500000E+02  1.12500000E+02 -9.66486511E-01  1.95485335E+00  9.88366836E-01  2.50000000E-02  1.35985394E-10 -1.55147725E-09 
     175  3.62500000E+02  1.12500000E+02 -3.44924414E-01  1.33329125E+00  9.88366836E-01  2.50000000E-02  1.07737727E-10 -1.46146192E-09 
     176  3.87500000E+02  1.12500000E+02  3.36817882E-02  9.54685048E-01  9.88366836E-01  2.50000000E-02  2.52338279E-10 -5.54082991E-10 
     177  4.12500000E+02  1.12500000E+02  5.63483232E-01  4.24883604E-01  9.88366836E-01  2.50000000E-02  4.03285679E-10 -2.67068786E-10 
     178  4.37500000E+02  1.12500000E+02 -4.61520794E-01  1.44988763E+00  9.88366836E-01  2.50000000E-02  1.12085362E-10  1.39479484E-09 
     179  4.62500000E+02  1.12500000E+02 -8.93975861E-02  1.07776442E+00  9.88366836E-01  2.50000000E-02  1.46760200E-10 -3.34629252E-10 
     180  4.87500000E+02  1.12500000E+02  5.86560371E-01  4.01806465E-01  9.88366836E-01  2.50000000E-02  7.69186523E-10 -1.16032874E-09 
