 # Gnuplot DataFile Version
 # i x y bathy h zs Manning u v
     102  5.37500000E+02  6.25000000E+01  7.96759260E-01  1.91607591E-01  9.88366851E-01  2.50000000E-02  4.11806664E-08  2.53098467E-08 
     103  5.62500000E+02  6.25000000E+01  9.10743014E-01  7.76238360E-02  9.88366850E-01  2.50000000E-02  5.98487546E-08  5.44642348E-08 
     104  5.87500000E+02  6.25000000E+01  4.33256348E-01  5.55110496E-01  9.88366845E-01  2.50000000E-02  7.64949631E-09  2.48044735E-08 
     105  6.12500000E+02  6.25000000E+01 -2.25020687E-01  1.21338753E+00  9.88366846E-01  2.50000000E-02  9.34019872E-09 -1.12028431E-08 
     106  6.37500000E+02  6.25000000E+01  4.75225974E-01  5.13140872E-01  9.88366845E-01  2.50000000E-02  1.52459392E-08 -6.75437453E-10 
     107  6.62500000E+02  6.25000000E+01  4.58719477E-01  5.29647369E-01  9.88366845E-01  2.50000000E-02  1.64640539E-08 -3.57777406E-10 
     108  6.87500000E+02  6.25000000E+01  9.60961101E-01  2.74057428E-02  9.88366844E-01  2.50000000E-02  3.89667274E-08  4.31086326E-08 
     109  7.12500000E+02  6.25000000E+01 -4.20474387E-01  1.40884123E+00  9.88366842E-01  2.50000000E-02  3.18889773E-09 -2.26802457E-09 
     110  7.37500000E+02  6.25000000E+01 -3.14378457E-01  1.30274530E+00  9.88366842E-01  2.50000000E-02  2.24536888E-09  9.13985826E-09 
     111  7.62500000E+02  6.25000000E+01 -1.11089879E-01  1.09945672E+00  9.88366843E-01  2.50000000E-02  1.63708862E-09  1.51950428E-13 
     112  7.87500000E+02  6.25000000E+01 -7.61144773E-01  1.74951162E+00  9.88366842E-01  2.50000000E-02  1.50577658E-09  3.27721125E-09 
     113  8.12500000E+02  6.25000000E+01 -3.67239481E-02  1.02509079E+00  9.88366842E-01  2.50000000E-02 -5.42829878E-10  1.30835752E-08 
     114  8.37500000E+02  6.25000000E+01 -9.98738683E-01  1.98710553E+00  9.88366842E-01  2.50000000E-02 -1.82137922E-09  1.28594128E-08 
     115  8.62500000E+02  6.25000000E+01 -8.80356106E-01  1.86872295E+00  9.88366843E-01  2.50000000E-02 -1.39404725E-09  5.46288287E-09 
     116  8.87500000E+02  6.25000000E+01 -6.14383111E-01  1.60274995E+00  9.88366842E-01  2.50000000E-02 -8.33894483E-10  5.79436215E-10 
     117  9.12500000E+02  6.25000000E+01  3.58235454E-01  6.30131388E-01  9.88366842E-01  2.50000000E-02 -6.17447880E-10  5.90906691E-09 
     118  9.37500000E+02  6.25000000E+01  6.03469246E-01  3.84897596E-01  9.88366842E-01  2.50000000E-02 -1.84546141E-09  5.14139132E-09 
     119  9.62500000E+02  6.25000000E+01  4.41048308E-01  5.47318534E-01  9.88366842E-01  2.50000000E-02 -2.73087323E-09  2.44662969E-09 
     120  9.87500000E+02  6.25000000E+01  9.11711479E-01  7.66553629E-02  9.88366842E-01  2.50000000E-02 -2.90946058E-10  4.46653082E-09 
     121  1.25000000E+01  8.75000000E+01  1.08678609E-01  8.79688220E-01  9.88366829E-01  2.50000000E-02 -5.29165038E-09  3.73558635E-09 
     122  3.75000000E+01  8.75000000E+01 -2.28846589E-01  1.21721342E+00  9.88366829E-01  2.50000000E-02 -1.43838306E-08 -1.10250727E-09 
     123  6.25000000E+01  8.75000000E+01 -3.58835185E-01  1.34720201E+00  9.88366829E-01  2.50000000E-02 -1.94807120E-08  2.70030734E-08 
     124  8.75000000E+01  8.75000000E+01 -2.64391871E-01  1.25275870E+00  9.88366827E-01  2.50000000E-02 -3.11550371E-08  6.10274308E-08 
     125  1.12500000E+02  8.75000000E+01 -7.25763198E-02  1.06094315E+00  9.88366829E-01  2.50000000E-02 -4.60634504E-08  5.41296163E-09 
     126  1.37500000E+02  8.75000000E+01 -1.54400161E-01  1.14276699E+00  9.88366832E-01  2.50000000E-02 -4.26778762E-08  1.71902554E-08 
     127  1.62500000E+02  8.75000000E+01 -5.69328360E-02  1.04529966E+00  9.88366826E-01  2.50000000E-02 -4.73022625E-08  8.28474636E-08 
     128  1.87500000E+02  8.75000000E+01  9.24570212E-02  8.95909806E-01  9.88366828E-01  2.50000000E-02 -7.23252653E-08  1.06106666E-07 
     129  2.12500000E+02  8.75000000E+01 -4.43656183E-01  1.43202302E+00  9.88366835E-01  2.50000000E-02 -6.97111592E-08  6.23578284E-09 
     130  2.37500000E+02  8.75000000E+01 -5.57667035E-01  1.54603386E+00  9.88366829E-01  2.50000000E-02 -7.17530171E-08 -1.94937144E-08 
     131  2.62500000E+02  8.75000000E+01  8.18492517E-01  1.69874356E-01  9.88366872E-01  2.50000000E-02 -1.51363441E-07 -6.37546277E-07 
     132  2.87500000E+02  8.75000000E+01 -5.73086483E-01  1.56145335E+00  9.88366863E-01  2.50000000E-02  3.45582161E-08 -1.27733824E-07 
     133  3.12500000E+02  8.75000000E+01 -8.05166683E-01  1.79353354E+00  9.88366860E-01  2.50000000E-02  3.01426829E-08  5.20427417E-08 
     134  3.37500000E+02  8.75000000E+01 -3.46934284E-01  1.33530115E+00  9.88366864E-01  2.50000000E-02  2.38640761E-08 -7.11443981E-08 
     135  3.62500000E+02  8.75000000E+01 -3.61523406E-01  1.34989027E+00  9.88366864E-01  2.50000000E-02  2.92217073E-08 -6.98059969E-08 
     136  3.87500000E+02  8.75000000E+01 -3.84854875E-01  1.37322174E+00  9.88366866E-01  2.50000000E-02  3.98223116E-08 -3.21152829E-08 
     137  4.12500000E+02  8.75000000E+01  6.99363783E-01  2.89003073E-01  9.88366856E-01  2.50000000E-02  1.27585178E-07  9.71383662E-09 
     138  4.37500000E+02  8.75000000E+01 -8.75640272E-01  1.86400713E+00  9.88366856E-01  2.50000000E-02  1.54949729E-07  7.54544267E-08 
     139  4.62500000E+02  8.75000000E+01  6.10751907E-01  3.77614950E-01  9.88366857E-01  2.50000000E-02  1.69382809E-07 -1.15918044E-08 
     140  4.87500000E+02  8.75000000E+01  3.56843358E-01  6.31523490E-01  9.88366849E-01  2.50000000E-02  1.46188820E-07 -3.38675981E-08 
     141  5.12500000E+02  8.75000000E+01  1.64731033E-01  8.23635818E-01  9.88366850E-01  2.50000000E-02  1.19541120E-07  1.73990473E-08 
     142  5.37500000E+02  8.75000000E+01 -7.42538812E-01  1.73090565E+00  9.88366843E-01  2.50000000E-02  7.99590121E-08 -1.40693725E-08 
     143  5.62500000E+02  8.75000000E+01 -9.48118006E-01  1.93648485E+00  9.88366848E-01  2.50000000E-02  6.92781661E-08  3.16788690E-08 
     144  5.87500000E+02  8.75000000E+01 -3.36867799E-01  1.32523464E+00  9.88366845E-01  2.50000000E-02  6.22433896E-08  2.57572435E-08 
     145  6.12500000E+02  8.75000000E+01 -8.26321860E-01  1.81468871E+00  9.88366851E-01  2.50000000E-02  6.25894226E-08 -2.65104848E-09 
     146  6.37500000E+02  8.75000000E+01  4.72054294E-01  5.16312550E-01  9.88366845E-01  2.50000000E-02  9.55441759E-08 -4.74979913E-09 
     147  6.62500000E+02  8.75000000E+01  3.81361642E-01  6.07005201E-01  9.88366843E-01  2.50000000E-02  9.37986461E-08  3.14598114E-09 
     148  6.87500000E+02  8.75000000E+01  2.08037102E-01  7.80329741E-01  9.88366844E-01  2.50000000E-02  8.74871806E-08  4.46468319E-08 
     149  7.12500000E+02  8.75000000E+01  7.21356006E-01  2.67010839E-01  9.88366844E-01  2.50000000E-02  7.56625620E-08 -7.76710811E-09 
     150  7.37500000E+02  8.75000000E+01 -6.36567943E-01  1.62493479E+00  9.88366842E-01  2.50000000E-02  5.15337915E-08  1.02501735E-08 
     151  7.62500000E+02  8.75000000E+01  2.81442429E-01  7.06924413E-01  9.88366843E-01  2.50000000E-02  4.54816114E-08 -2.10245440E-10 
     152  7.87500000E+02  8.75000000E+01 -8.69344436E-01  1.85771128E+00  9.88366843E-01  2.50000000E-02  4.24078496E-08  4.87351295E-09 
     153  8.12500000E+02  8.75000000E+01  2.54507633E-01  7.33859209E-01  9.88366842E-01  2.50000000E-02  3.51632787E-08  2.29292439E-08 
     154  8.37500000E+02  8.75000000E+01 -1.03986893E-01  1.09235374E+00  9.88366842E-01  2.50000000E-02  2.59199637E-08  1.69947088E-08 
     155  8.62500000E+02  8.75000000E+01  1.39175414E-01  8.49191428E-01  9.88366843E-01  2.50000000E-02  1.99901935E-08  1.05290629E-08 
     156  8.87500000E+02  8.75000000E+01 -8.52254150E-01  1.84062099E+00  9.88366843E-01  2.50000000E-02  1.60134875E-08  6.41078070E-10 
     157  9.12500000E+02  8.75000000E+01  9.24882240E-02  8.95878619E-01  9.88366843E-01  2.50000000E-02  1.39380745E-08  9.03737278E-09 
     158  9.37500000E+02  8.75000000E+01  2.11924596E-01  7.76442248E-01  9.88366843E-01  2.50000000E-02  1.35007120E-08  1.01782322E-08 
     159  9.62500000E+02  8.75000000E+01  7.91661204E-01  1.96705639E-01  9.88366843E-01  2.50000000E-02  1.21412194E-08  4.86346398E-09 
     160  9.87500000E+02  8.75000000E+01 -7.84772235E-01  1.77313908E+00  9.88366842E-01  2.50000000E-02  3.42498032E-10  1.35809796E-09 
     161  1.25000000E+01  1.12500000E+02 -1.38517810E-01  1.12688464E+00  9.88366828E-01  2.50000000E-02 -3.96710046E-10  1.23898502E-08 
     162  3.75000000E+01  1.12500000E+02 -5.15752501E-01  1.50411933E+00  9.88366828E-01  2.50000000E-02 -1.55610325E-09  4.78264198E-09 
     163  6.25000000E+01  1.12500000E+02  6.79722152E-01  3.08644677E-01  9.88366829E-01  2.50000000E-02 -8.00952963E-09  3.02866214E-08 
     164  8.75000000E+01  1.12500000E+02  3.93778443E-01  5.94588385E-01  9.88366828E-01  2.50000000E-02 -1.66736819E-08  7.19138415E-08 
     165  1.12500000E+02  1.12500000E+02 -7.51376039E-01  1.73974287E+00  9.88366828E-01  2.50000000E-02 -1.97326784E-08  4.24066358E-09 
     166  1.37500000E+02  1.12500000E+02  9.94759526E-01  3.18711716E-07  9.94759844E-01  2.50000000E-02  7.27589422E-11  8.83904318E-11 
     167  1.62500000E+02  1.12500000E+02 -5.96844762E-03  9.94335282E-01  9.88366835E-01  2.50000000E-02 -1.01207681E-07  1.30460868E-07 
     168  1.87500000E+02  1.12500000E+02  2.73210245E-01  7.15156583E-01  9.88366827E-01  2.50000000E-02 -1.26946228E-07  1.60253117E-07 
     169  2.12500000E+02  1.12500000E+02 -7.97240036E-01  1.78560688E+00  9.88366842E-01  2.50000000E-02 -1.23060014E-07  3.22993389E-08 
     170  2.37500000E+02  1.12500000E+02 -5.90233836E-01  1.57860066E+00  9.88366826E-01  2.50000000E-02 -1.45276133E-07 -3.18729422E-08 
     171  2.62500000E+02  1.12500000E+02  4.42065805E-01  5.46301100E-01  9.88366905E-01  2.50000000E-02 -1.13877582E-07 -6.31109257E-07 
     172  2.87500000E+02  1.12500000E+02 -3.93244859E-01  1.38161172E+00  9.88366864E-01  2.50000000E-02  7.96103593E-08 -1.42067929E-07 
     173  3.12500000E+02  1.12500000E+02  3.09424066E-01  6.78942788E-01  9.88366854E-01  2.50000000E-02  5.37622509E-08  1.36328976E-07 
     174  3.37500000E+02  1.12500000E+02 -9.66486511E-01  1.95485337E+00  9.88366859E-01  2.50000000E-02  8.82889582E-09 -8.77032738E-08 
     175  3.62500000E+02  1.12500000E+02 -3.44924414E-01  1.33329128E+00  9.88366862E-01  2.50000000E-02  7.45101189E-09 -8.35500672E-08 
     176  3.87500000E+02  1.12500000E+02  3.36817882E-02  9.54685073E-01  9.88366861E-01  2.50000000E-02  1.65174305E-08 -3.12033319E-08 
     177  4.12500000E+02  1.12500000E+02  5.63483232E-01  4.24883627E-01  9.88366859E-01  2.50000000E-02  2.51672721E-08 -5.51051371E-09 
     178  4.37500000E+02  1.12500000E+02 -4.61520794E-01  1.44988765E+00  9.88366856E-01  2.50000000E-02  7.53734390E-09  8.07731612E-08 
     179  4.62500000E+02  1.12500000E+02 -8.93975861E-02  1.07776444E+00  9.88366859E-01  2.50000000E-02  9.16491149E-09 -1.54779407E-08 
     180  4.87500000E+02  1.12500000E+02  5.86560371E-01  4.01806485E-01  9.88366855E-01  2.50000000E-02  4.22653766E-08 -6.08839668E-08 
