 # Gnuplot DataFile Version
 # i x y bathy h zs Manning u v
      29  7.12500000E+02  1.25000000E+01 -3.85249797E-01  1.37361663E+00  9.88366836E-01  2.50000000E-02  8.98719300E-11 -2.76585786E-12 
      30  7.37500000E+02  1.25000000E+01 -2.31877380E-01  1.22024422E+00  9.88366836E-01  2.50000000E-02  7.82405087E-11  1.29622754E-11 
      31  7.62500000E+02  1.25000000E+01  1.13778251E-01  8.74588585E-01  9.88366836E-01  2.50000000E-02  7.12101453E-11  3.81656398E-12 
      32  7.87500000E+02  1.25000000E+01 -2.03716185E-01  1.19208302E+00  9.88366836E-01  2.50000000E-02  5.40493783E-11  1.63890872E-12 
      33  8.12500000E+02  1.25000000E+01 -8.01970376E-01  1.79033721E+00  9.88366836E-01  2.50000000E-02  3.89601896E-11  3.95549775E-12 
      34  8.37500000E+02  1.25000000E+01 -2.45458514E-01  1.23382535E+00  9.88366836E-01  2.50000000E-02  3.25712239E-11  1.16370253E-11 
      35  8.62500000E+02  1.25000000E+01  6.55172082E-01  3.33194753E-01  9.88366836E-01  2.50000000E-02  2.59362245E-11  6.73719368E-12 
      36  8.87500000E+02  1.25000000E+01 -7.59466771E-01  1.74783361E+00  9.88366836E-01  2.50000000E-02  7.95208200E-12 -3.49348503E-13 
      37  9.12500000E+02  1.25000000E+01 -1.48571111E-01  1.13693795E+00  9.88366836E-01  2.50000000E-02  5.21425796E-12  9.13471236E-13 
      38  9.37500000E+02  1.25000000E+01 -9.38289085E-01  1.92665592E+00  9.88366836E-01  2.50000000E-02  4.87335542E-12  1.65052209E-13 
      39  9.62500000E+02  1.25000000E+01  6.10300161E-01  3.78066674E-01  9.88366836E-01  2.50000000E-02  5.95657608E-12  1.87973509E-12 
      40  9.87500000E+02  1.25000000E+01 -2.47851854E-01  1.23621869E+00  9.88366836E-01  2.50000000E-02  5.28373360E-13  4.28579625E-13 
      41  1.25000000E+01  3.75000000E+01 -5.98248598E-03  9.94349322E-01  9.88366836E-01  2.50000000E-02  2.28384932E-12 -6.85305412E-12 
      42  3.75000000E+01  3.75000000E+01 -2.67561176E-01  1.25592801E+00  9.88366836E-01  2.50000000E-02  8.35516583E-12 -1.10916316E-11 
      43  6.25000000E+01  3.75000000E+01 -5.60496726E-01  1.54886356E+00  9.88366836E-01  2.50000000E-02  1.46368299E-11 -2.03278856E-13 
      44  8.75000000E+01  3.75000000E+01  6.36443375E-01  3.51923461E-01  9.88366836E-01  2.50000000E-02  3.86636133E-11  4.54367065E-11 
      45  1.12500000E+02  3.75000000E+01  9.86166516E-01  2.20031995E-03  9.88366836E-01  2.50000000E-02 -8.58678062E-10 -3.11785339E-10 
      46  1.37500000E+02  3.75000000E+01 -5.10431734E-01  1.49879857E+00  9.88366836E-01  2.50000000E-02 -2.14584653E-11 -9.86199722E-12 
      47  1.62500000E+02  3.75000000E+01 -4.55747954E-01  1.44411479E+00  9.88366836E-01  2.50000000E-02 -6.34140147E-11  7.16682894E-11 
      48  1.87500000E+02  3.75000000E+01 -9.26617771E-01  1.91498461E+00  9.88366836E-01  2.50000000E-02 -1.56500339E-10  1.13987277E-10 
      49  2.12500000E+02  3.75000000E+01 -6.05654847E-01  1.59402168E+00  9.88366836E-01  2.50000000E-02 -2.14084312E-10  2.82601327E-11 
      50  2.37500000E+02  3.75000000E+01 -4.45395756E-01  1.43376259E+00  9.88366836E-01  2.50000000E-02 -2.68899767E-10  3.09612164E-10 
      51  2.62500000E+02  3.75000000E+01  6.78131645E-01  3.10235191E-01  9.88366836E-01  2.50000000E-02 -5.03046275E-10 -3.54640373E-10 
      52  2.87500000E+02  3.75000000E+01  4.31827320E-01  5.56539516E-01  9.88366836E-01  2.50000000E-02 -3.54698528E-10 -2.05406544E-10 
      53  3.12500000E+02  3.75000000E+01  9.58920598E-01  2.94462373E-02  9.88366836E-01  2.50000000E-02 -2.01634374E-10  1.19047260E-10 
      54  3.37500000E+02  3.75000000E+01 -1.43604037E-01  1.13197087E+00  9.88366836E-01  2.50000000E-02  7.92481548E-11 -9.45584553E-11 
      55  3.62500000E+02  3.75000000E+01 -7.98346345E-01  1.78671318E+00  9.88366836E-01  2.50000000E-02  1.10496451E-10 -1.01752575E-10 
      56  3.87500000E+02  3.75000000E+01 -7.61416868E-01  1.74978370E+00  9.88366836E-01  2.50000000E-02  1.26188412E-10 -3.45295709E-11 
      57  4.12500000E+02  3.75000000E+01 -7.32299337E-01  1.72066617E+00  9.88366836E-01  2.50000000E-02  1.32026714E-10  3.81649639E-11 
      58  4.37500000E+02  3.75000000E+01  4.06542981E-03  9.84301406E-01  9.88366836E-01  2.50000000E-02  1.35793287E-10  6.03146539E-11 
      59  4.62500000E+02  3.75000000E+01  5.23048454E-01  4.65318382E-01  9.88366836E-01  2.50000000E-02  1.25464950E-10 -2.23379029E-11 
      60  4.87500000E+02  3.75000000E+01  8.70015014E-01  1.18351821E-01  9.88366836E-01  2.50000000E-02  2.51717483E-10 -2.75643497E-11 
      61  5.12500000E+02  3.75000000E+01  6.95774785E-02  9.18789357E-01  9.88366836E-01  2.50000000E-02  5.40103897E-11 -4.73341032E-12 
      62  5.37500000E+02  3.75000000E+01 -2.62874281E-01  1.25124112E+00  9.88366836E-01  2.50000000E-02  4.85296332E-11  1.93186324E-11 
      63  5.62500000E+02  3.75000000E+01  2.57640648E-02  9.62602771E-01  9.88366836E-01  2.50000000E-02  7.40817820E-11  3.04561138E-11 
      64  5.87500000E+02  3.75000000E+01  5.75245284E-01  4.13121552E-01  9.88366836E-01  2.50000000E-02  1.33776127E-10  5.75277439E-11 
      65  6.12500000E+02  3.75000000E+01 -6.05455565E-01  1.59382240E+00  9.88366836E-01  2.50000000E-02  6.78004512E-11 -5.08800147E-12 
      66  6.37500000E+02  3.75000000E+01 -6.78783371E-01  1.66715021E+00  9.88366836E-01  2.50000000E-02  6.29526134E-11 -6.04805276E-13 
      67  6.62500000E+02  3.75000000E+01 -9.13459003E-01  1.90182584E+00  9.88366836E-01  2.50000000E-02  6.01288403E-11 -3.10958035E-11 
      68  6.87500000E+02  3.75000000E+01 -6.50455217E-01  1.63882205E+00  9.88366836E-01  2.50000000E-02  6.35505224E-11 -2.91179472E-11 
      69  7.12500000E+02  3.75000000E+01  2.69543656E-01  7.18823180E-01  9.88366836E-01  2.50000000E-02  8.36499516E-11 -5.37700310E-12 
      70  7.37500000E+02  3.75000000E+01 -3.48170109E-01  1.33653695E+00  9.88366836E-01  2.50000000E-02  5.34795382E-11  2.43034977E-11 
      71  7.62500000E+02  3.75000000E+01 -8.77683744E-01  1.86605058E+00  9.88366836E-01  2.50000000E-02  4.04864665E-11  3.78119920E-12 
      72  7.87500000E+02  3.75000000E+01 -6.64986548E-01  1.65335338E+00  9.88366836E-01  2.50000000E-02  3.57530611E-11  5.73173894E-12 
      73  8.12500000E+02  3.75000000E+01 -8.83911452E-01  1.87227829E+00  9.88366836E-01  2.50000000E-02  3.24270216E-11  1.29141841E-11 
      74  8.37500000E+02  3.75000000E+01 -4.05378689E-01  1.39374552E+00  9.88366836E-01  2.50000000E-02  2.72395101E-11  2.62015300E-11 
      75  8.62500000E+02  3.75000000E+01 -9.46473242E-01  1.93484008E+00  9.88366836E-01  2.50000000E-02  1.93918515E-11  1.20891023E-11 
      76  8.87500000E+02  3.75000000E+01 -4.51688796E-02  1.03353572E+00  9.88366836E-01  2.50000000E-02  1.28415126E-11  7.48371893E-13 
      77  9.12500000E+02  3.75000000E+01  1.61625845E-01  8.26740991E-01  9.88366836E-01  2.50000000E-02  1.22781778E-11  7.32739914E-12 
      78  9.37500000E+02  3.75000000E+01  8.80252354E-01  1.08114481E-01  9.88366836E-01  2.50000000E-02  1.53565620E-11  1.61743324E-11 
      79  9.62500000E+02  3.75000000E+01 -4.78569655E-01  1.46693649E+00  9.88366836E-01  2.50000000E-02  2.38797453E-13  3.92323053E-12 
      80  9.87500000E+02  3.75000000E+01 -4.41479578E-01  1.42984641E+00  9.88366836E-01  2.50000000E-02  1.52336420E-14  1.00106502E-12 
      81  1.25000000E+01  6.25000000E+01 -2.22133777E-01  1.21050061E+00  9.88366836E-01  2.50000000E-02 -2.39372926E-12 -5.69974979E-12 
      82  3.75000000E+01  6.25000000E+01 -9.22805164E-01  1.91117200E+00  9.88366836E-01  2.50000000E-02 -6.23196012E-12 -1.41767990E-11 
      83  6.25000000E+01  6.25000000E+01  8.67690341E-01  1.20676495E-01  9.88366836E-01  2.50000000E-02 -7.47114062E-11  1.39274147E-11 
      84  8.75000000E+01  6.25000000E+01  5.96017279E-01  3.92349557E-01  9.88366836E-01  2.50000000E-02 -1.27607109E-10  9.68257526E-11 
      85  1.12500000E+02  6.25000000E+01  6.44978475E-01  3.43388361E-01  9.88366836E-01  2.50000000E-02 -1.26390608E-10 -1.80411492E-11 
      86  1.37500000E+02  6.25000000E+01  1.31753819E-01  8.56613016E-01  9.88366836E-01  2.50000000E-02 -5.92526733E-11  2.90011033E-12 
      87  1.62500000E+02  6.25000000E+01 -4.55407585E-01  1.44377442E+00  9.88366836E-01  2.50000000E-02 -5.33588969E-11  1.21790989E-10 
      88  1.87500000E+02  6.25000000E+01 -5.64947174E-01  1.55331401E+00  9.88366836E-01  2.50000000E-02 -7.03149967E-11  1.52970402E-10 
      89  2.12500000E+02  6.25000000E+01  3.81153889E-01  6.07212947E-01  9.88366836E-01  2.50000000E-02 -1.43168074E-10  1.10849185E-11 
      90  2.37500000E+02  6.25000000E+01  8.45212841E-01  1.43153994E-01  9.88366836E-01  2.50000000E-02 -4.04971811E-10  1.26073975E-10 
      91  2.62500000E+02  6.25000000E+01 -2.37008896E-01  1.22537573E+00  9.88366836E-01  2.50000000E-02 -3.40638151E-11 -7.11568474E-10 
      92  2.87500000E+02  6.25000000E+01 -1.01501098E-01  1.08986793E+00  9.88366836E-01  2.50000000E-02  4.25914136E-11 -2.75806450E-10 
      93  3.12500000E+02  6.25000000E+01 -3.41664032E-01  1.33003087E+00  9.88366836E-01  2.50000000E-02  4.31606726E-11  8.40227871E-11 
      94  3.37500000E+02  6.25000000E+01 -5.72670355E-01  1.56103719E+00  9.88366836E-01  2.50000000E-02  2.51060986E-11 -1.50828170E-10 
      95  3.62500000E+02  6.25000000E+01 -7.40812302E-01  1.72917914E+00  9.88366836E-01  2.50000000E-02  5.90779898E-11 -1.24607193E-10 
      96  3.87500000E+02  6.25000000E+01  1.39403546E-01  8.48963290E-01  9.88366836E-01  2.50000000E-02  1.19148599E-10 -7.42579058E-11 
      97  4.12500000E+02  6.25000000E+01 -3.42636639E-01  1.33100347E+00  9.88366836E-01  2.50000000E-02  1.47020456E-10  5.38835586E-11 
      98  4.37500000E+02  6.25000000E+01 -8.09230132E-01  1.79759697E+00  9.88366836E-01  2.50000000E-02  1.49011782E-10  1.44480634E-10 
      99  4.62500000E+02  6.25000000E+01  8.36185138E-01  1.52181698E-01  9.88366836E-01  2.50000000E-02  1.48713210E-10  4.00790638E-13 
     100  4.87500000E+02  6.25000000E+01 -7.66004509E-01  1.75437134E+00  9.88366836E-01  2.50000000E-02  4.20850267E-11 -6.34051169E-11 
     101  5.12500000E+02  6.25000000E+01 -8.56193929E-01  1.84456076E+00  9.88366836E-01  2.50000000E-02  4.11351378E-11  1.30825869E-11 
     102  5.37500000E+02  6.25000000E+01  7.96759260E-01  1.91607576E-01  9.88366836E-01  2.50000000E-02  1.19239415E-10  5.80253560E-11 
     103  5.62500000E+02  6.25000000E+01  9.10743014E-01  7.76238221E-02  9.88366836E-01  2.50000000E-02  1.71561455E-10  1.45776349E-10 
     104  5.87500000E+02  6.25000000E+01  4.33256348E-01  5.55110487E-01  9.88366836E-01  2.50000000E-02  2.34490533E-11  6.12894862E-11 
     105  6.12500000E+02  6.25000000E+01 -2.25020687E-01  1.21338752E+00  9.88366836E-01  2.50000000E-02  2.87228458E-11 -3.49198072E-11 
     106  6.37500000E+02  6.25000000E+01  4.75225974E-01  5.13140862E-01  9.88366836E-01  2.50000000E-02  4.53548770E-11 -8.53792365E-12 
     107  6.62500000E+02  6.25000000E+01  4.58719477E-01  5.29647359E-01  9.88366836E-01  2.50000000E-02  4.84737142E-11 -3.04157814E-12 
     108  6.87500000E+02  6.25000000E+01  9.60961101E-01  2.74057346E-02  9.88366836E-01  2.50000000E-02  1.14592766E-10  1.20033025E-10 
     109  7.12500000E+02  6.25000000E+01 -4.20474387E-01  1.40884122E+00  9.88366836E-01  2.50000000E-02  8.84955797E-12 -6.96068813E-12 
     110  7.37500000E+02  6.25000000E+01 -3.14378457E-01  1.30274529E+00  9.88366836E-01  2.50000000E-02  6.03660222E-12  2.57978704E-11 
     111  7.62500000E+02  6.25000000E+01 -1.11089879E-01  1.09945671E+00  9.88366836E-01  2.50000000E-02  4.00547379E-12 -2.07584592E-13 
     112  7.87500000E+02  6.25000000E+01 -7.61144773E-01  1.74951161E+00  9.88366836E-01  2.50000000E-02  3.76503146E-12  7.98262440E-12 
     113  8.12500000E+02  6.25000000E+01 -3.67239481E-02  1.02509078E+00  9.88366836E-01  2.50000000E-02 -9.29349144E-13  3.11752164E-11 
     114  8.37500000E+02  6.25000000E+01 -9.98738683E-01  1.98710552E+00  9.88366836E-01  2.50000000E-02 -3.71635430E-12  3.27767818E-11 
     115  8.62500000E+02  6.25000000E+01 -8.80356106E-01  1.86872294E+00  9.88366836E-01  2.50000000E-02 -2.50625920E-12  1.39040492E-11 
     116  8.87500000E+02  6.25000000E+01 -6.14383111E-01  1.60274995E+00  9.88366836E-01  2.50000000E-02 -7.07542097E-13  8.61268099E-13 
     117  9.12500000E+02  6.25000000E+01  3.58235454E-01  6.30131382E-01  9.88366836E-01  2.50000000E-02  1.30587394E-12  1.44125274E-11 
     118  9.37500000E+02  6.25000000E+01  6.03469246E-01  3.84897590E-01  9.88366836E-01  2.50000000E-02 -7.31562475E-13  1.12415335E-11 
     119  9.62500000E+02  6.25000000E+01  4.41048308E-01  5.47318528E-01  9.88366836E-01  2.50000000E-02 -2.87545486E-12  3.53793308E-12 
     120  9.87500000E+02  6.25000000E+01  9.11711479E-01  7.66553564E-02  9.88366836E-01  2.50000000E-02  1.59450158E-12  9.65706531E-12 
     121  1.25000000E+01  8.75000000E+01  1.08678609E-01  8.79688227E-01  9.88366836E-01  2.50000000E-02 -1.44830617E-11  1.08989274E-11 
     122  3.75000000E+01  8.75000000E+01 -2.28846589E-01  1.21721342E+00  9.88366836E-01  2.50000000E-02 -3.92361801E-11 -2.55910391E-12 
     123  6.25000000E+01  8.75000000E+01 -3.58835185E-01  1.34720202E+00  9.88366836E-01  2.50000000E-02 -5.27609043E-11  6.73207977E-11 
     124  8.75000000E+01  8.75000000E+01 -2.64391871E-01  1.25275871E+00  9.88366836E-01  2.50000000E-02 -8.25750219E-11  1.51617097E-10 
     125  1.12500000E+02  8.75000000E+01 -7.25763198E-02  1.06094316E+00  9.88366836E-01  2.50000000E-02 -1.15246071E-10 -2.64679881E-12 
     126  1.37500000E+02  8.75000000E+01 -1.54400161E-01  1.14276700E+00  9.88366836E-01  2.50000000E-02 -9.78955343E-11  7.10283086E-13 
     127  1.62500000E+02  8.75000000E+01 -5.69328360E-02  1.04529967E+00  9.88366836E-01  2.50000000E-02 -1.03365167E-10  1.94405559E-10 
     128  1.87500000E+02  8.75000000E+01  9.24570212E-02  8.95909814E-01  9.88366836E-01  2.50000000E-02 -1.62143687E-10  2.56179534E-10 
     129  2.12500000E+02  8.75000000E+01 -4.43656183E-01  1.43202302E+00  9.88366836E-01  2.50000000E-02 -1.58745468E-10  1.90083921E-11 
     130  2.37500000E+02  8.75000000E+01 -5.57667035E-01  1.54603387E+00  9.88366836E-01  2.50000000E-02 -1.64336119E-10 -4.38442776E-11 
     131  2.62500000E+02  8.75000000E+01  8.18492517E-01  1.69874319E-01  9.88366836E-01  2.50000000E-02 -3.48575690E-10 -1.47975525E-09 
     132  2.87500000E+02  8.75000000E+01 -5.73086483E-01  1.56145332E+00  9.88366836E-01  2.50000000E-02  8.01063807E-11 -2.93980950E-10 
     133  3.12500000E+02  8.75000000E+01 -8.05166683E-01  1.79353352E+00  9.88366836E-01  2.50000000E-02  6.92212797E-11  1.31602177E-10 
     134  3.37500000E+02  8.75000000E+01 -3.46934284E-01  1.33530112E+00  9.88366836E-01  2.50000000E-02  5.49136491E-11 -1.69126851E-10 
     135  3.62500000E+02  8.75000000E+01 -3.61523406E-01  1.34989024E+00  9.88366836E-01  2.50000000E-02  6.80852016E-11 -1.56909987E-10 
     136  3.87500000E+02  8.75000000E+01 -3.84854875E-01  1.37322171E+00  9.88366836E-01  2.50000000E-02  9.27303021E-11 -7.59529192E-11 
     137  4.12500000E+02  8.75000000E+01  6.99363783E-01  2.89003053E-01  9.88366836E-01  2.50000000E-02  3.21257946E-10 -5.62633094E-11 
     138  4.37500000E+02  8.75000000E+01 -8.75640272E-01  1.86400711E+00  9.88366836E-01  2.50000000E-02  4.07152025E-10  1.61744285E-10 
     139  4.62500000E+02  8.75000000E+01  6.10751907E-01  3.77614928E-01  9.88366836E-01  2.50000000E-02  4.54309357E-10 -7.45279557E-11 
     140  4.87500000E+02  8.75000000E+01  3.56843358E-01  6.31523477E-01  9.88366836E-01  2.50000000E-02  4.00813514E-10 -1.13495902E-10 
     141  5.12500000E+02  8.75000000E+01  1.64731033E-01  8.23635803E-01  9.88366836E-01  2.50000000E-02  3.28847181E-10  4.34121044E-11 
     142  5.37500000E+02  8.75000000E+01 -7.42538812E-01  1.73090565E+00  9.88366836E-01  2.50000000E-02  2.25028443E-10 -4.99470142E-11 
     143  5.62500000E+02  8.75000000E+01 -9.48118006E-01  1.93648484E+00  9.88366836E-01  2.50000000E-02  1.96978207E-10  8.90885355E-11 
     144  5.87500000E+02  8.75000000E+01 -3.36867799E-01  1.32523463E+00  9.88366836E-01  2.50000000E-02  1.77969340E-10  6.51155782E-11 
     145  6.12500000E+02  8.75000000E+01 -8.26321860E-01  1.81468870E+00  9.88366836E-01  2.50000000E-02  1.80408721E-10 -1.08604213E-11 
     146  6.37500000E+02  8.75000000E+01  4.72054294E-01  5.16312541E-01  9.88366836E-01  2.50000000E-02  2.74776918E-10 -2.04928905E-11 
     147  6.62500000E+02  8.75000000E+01  3.81361642E-01  6.07005194E-01  9.88366836E-01  2.50000000E-02  2.69220166E-10  6.38631049E-12 
     148  6.87500000E+02  8.75000000E+01  2.08037102E-01  7.80329734E-01  9.88366836E-01  2.50000000E-02  2.51210773E-10  1.26703383E-10 
     149  7.12500000E+02  8.75000000E+01  7.21356006E-01  2.67010830E-01  9.88366836E-01  2.50000000E-02  2.17069686E-10 -2.44419607E-11 
     150  7.37500000E+02  8.75000000E+01 -6.36567943E-01  1.62493478E+00  9.88366836E-01  2.50000000E-02  1.45796081E-10  2.88367098E-11 
     151  7.62500000E+02  8.75000000E+01  2.81442429E-01  7.06924406E-01  9.88366836E-01  2.50000000E-02  1.27815457E-10 -1.36878617E-12 
     152  7.87500000E+02  8.75000000E+01 -8.69344436E-01  1.85771127E+00  9.88366836E-01  2.50000000E-02  1.18598297E-10  1.18301057E-11 
     153  8.12500000E+02  8.75000000E+01  2.54507633E-01  7.33859202E-01  9.88366836E-01  2.50000000E-02  9.95785200E-11  5.40977318E-11 
     154  8.37500000E+02  8.75000000E+01 -1.03986893E-01  1.09235373E+00  9.88366836E-01  2.50000000E-02  7.55092734E-11  4.23392588E-11 
     155  8.62500000E+02  8.75000000E+01  1.39175414E-01  8.49191421E-01  9.88366836E-01  2.50000000E-02  5.94113781E-11  2.63416214E-11 
     156  8.87500000E+02  8.75000000E+01 -8.52254150E-01  1.84062099E+00  9.88366836E-01  2.50000000E-02  4.79558939E-11  1.03062098E-12 
     157  9.12500000E+02  8.75000000E+01  9.24882240E-02  8.95878612E-01  9.88366836E-01  2.50000000E-02  4.14075839E-11  2.24434188E-11 
     158  9.37500000E+02  8.75000000E+01  2.11924596E-01  7.76442240E-01  9.88366836E-01  2.50000000E-02  3.99488423E-11  2.69765172E-11 
     159  9.62500000E+02  8.75000000E+01  7.91661204E-01  1.96705632E-01  9.88366836E-01  2.50000000E-02  3.54450212E-11  9.07480839E-12 
     160  9.87500000E+02  8.75000000E+01 -7.84772235E-01  1.77313907E+00  9.88366836E-01  2.50000000E-02  9.64381207E-13  3.25166735E-12 
     161  1.25000000E+01  1.12500000E+02 -1.38517810E-01  1.12688465E+00  9.88366836E-01  2.50000000E-02 -2.57771541E-12  3.59468380E-11 
     162  3.75000000E+01  1.12500000E+02 -5.15752501E-01  1.50411934E+00  9.88366836E-01  2.50000000E-02 -9.29318411E-12  1.38956084E-11 
     163  6.25000000E+01  1.12500000E+02  6.79722152E-01  3.08644684E-01  9.88366836E-01  2.50000000E-02 -4.95181546E-11  8.37906125E-11 
     164  8.75000000E+01  1.12500000E+02  3.93778443E-01  5.94588393E-01  9.88366836E-01  2.50000000E-02 -8.14035762E-11  1.88456366E-10 
     165  1.12500000E+02  1.12500000E+02 -7.51376039E-01  1.73974287E+00  9.88366836E-01  2.50000000E-02 -8.97886664E-11 -2.85794087E-12 
     166  1.37500000E+02  1.12500000E+02  9.94759526E-01  7.82185229E-08  9.94759604E-01  2.50000000E-02  5.53657087E-12  6.72604460E-12 
     167  1.62500000E+02  1.12500000E+02 -5.96844762E-03  9.94335283E-01  9.88366836E-01  2.50000000E-02 -1.96433605E-10  3.13548736E-10 
     168  1.87500000E+02  1.12500000E+02  2.73210245E-01  7.15156591E-01  9.88366836E-01  2.50000000E-02 -2.62838167E-10  3.90082709E-10 
     169  2.12500000E+02  1.12500000E+02 -7.97240036E-01  1.78560687E+00  9.88366836E-01  2.50000000E-02 -2.71493603E-10  7.86132481E-11 
     170  2.37500000E+02  1.12500000E+02 -5.90233836E-01  1.57860067E+00  9.88366836E-01  2.50000000E-02 -3.26076523E-10 -6.90877501E-11 
     171  2.62500000E+02  1.12500000E+02  4.42065805E-01  5.46301031E-01  9.88366836E-01  2.50000000E-02 -2.54538772E-10 -1.46056466E-09 
     172  2.87500000E+02  1.12500000E+02 -3.93244859E-01  1.38161169E+00  9.88366836E-01  2.50000000E-02  1.87575910E-10 -3.26367201E-10 
     173  3.12500000E+02  1.12500000E+02  3.09424066E-01  6.78942769E-01  9.88366836E-01  2.50000000E-02  1.18262291E-10  3.40369712E-10 
     174  3.37500000E+02  1.12500000E+02 -9.66486511E-01  1.95485335E+00  9.88366836E-01  2.50000000E-02  7.97825679E-12 -2.07342123E-10 
     175  3.62500000E+02  1.12500000E+02 -3.44924414E-01  1.33329125E+00  9.88366836E-01  2.50000000E-02  2.31129226E-12 -1.87652473E-10 
     176  3.87500000E+02  1.12500000E+02  3.36817882E-02  9.54685048E-01  9.88366836E-01  2.50000000E-02  1.36453786E-11 -7.56115281E-11 
     177  4.12500000E+02  1.12500000E+02  5.63483232E-01  4.24883604E-01  9.88366836E-01  2.50000000E-02  3.27580240E-11 -1.14669332E-10 
     178  4.37500000E+02  1.12500000E+02 -4.61520794E-01  1.44988763E+00  9.88366836E-01  2.50000000E-02  3.71441159E-12  1.74813198E-10 
     179  4.62500000E+02  1.12500000E+02 -8.93975861E-02  1.07776442E+00  9.88366836E-01  2.50000000E-02  1.10208921E-11 -7.43102784E-11 
     180  4.87500000E+02  1.12500000E+02  5.86560371E-01  4.01806465E-01  9.88366836E-01  2.50000000E-02  1.12658276E-10 -1.98083610E-10 
