 # Gnuplot DataFile Version
 # i x y bathy h zs Manning u v
    1  5.00500500E-01  5.00000000E+00  7.24024500E+00  1.36460238E-06  7.24024636E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
    2  1.50150150E+00  5.00000000E+00  7.22830200E+00  4.78543072E-04  7.22878054E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
    3  2.50250250E+00  5.00000000E+00  7.21636500E+00  5.36414030E-04  7.21690141E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
    4  3.50350350E+00  5.00000000E+00  7.20443400E+00  5.65335348E-04  7.20499934E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
    5  4.50450450E+00  5.00000000E+00  7.19250900E+00  5.79955589E-04  7.19308896E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
    6  5.50550550E+00  5.00000000E+00  7.18059000E+00  5.89993663E-04  7.18117999E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
    7  6.50650650E+00  5.00000000E+00  7.16867700E+00  5.97257919E-04  7.16927426E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
    8  7.50750750E+00  5.00000000E+00  7.15677000E+00  6.05025862E-04  7.15737503E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
    9  8.50850850E+00  5.00000000E+00  7.14486900E+00  6.10206336E-04  7.14547921E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
   10  9.50950950E+00  5.00000000E+00  7.13297500E+00  6.14601871E-04  7.13358960E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
   11  1.05105100E+01  5.00000000E+00  7.12108700E+00  6.18765963E-04  7.12170577E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
   12  1.15115100E+01  5.00000000E+00  7.10920600E+00  6.21133092E-04  7.10982713E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
   13  1.25125100E+01  5.00000000E+00  7.09733200E+00  6.25565499E-04  7.09795757E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
   14  1.35135100E+01  5.00000000E+00  7.08546400E+00  6.25372043E-04  7.08608937E+00  3.30000000E-02  0.00000000E+00  0.00000000E+00
