 # Gnuplot DataFile Version
 # i x y bathy h zs Manning u v
      84  8.75000000E+01  6.25000000E+01  5.96017279E-01  3.92349503E-01  9.88366782E-01  2.50000000E-02 -3.62913473E-07  3.00145068E-07 
      85  1.12500000E+02  6.25000000E+01  6.44978475E-01  3.43388310E-01  9.88366784E-01  2.50000000E-02 -3.83129682E-07 -2.09383870E-09 
      86  1.37500000E+02  6.25000000E+01  1.31753819E-01  8.56612998E-01  9.88366818E-01  2.50000000E-02 -2.05154315E-07  1.29130928E-07 
      87  1.62500000E+02  6.25000000E+01 -4.55407585E-01  1.44377438E+00  9.88366796E-01  2.50000000E-02 -1.85516427E-07  3.91180392E-07 
      88  1.87500000E+02  6.25000000E+01 -5.64947174E-01  1.55331396E+00  9.88366785E-01  2.50000000E-02 -2.38945622E-07  4.81826000E-07 
      89  2.12500000E+02  6.25000000E+01  3.81153889E-01  6.07212911E-01  9.88366800E-01  2.50000000E-02 -4.78431134E-07  1.47372384E-08 
      90  2.37500000E+02  6.25000000E+01  8.45212841E-01  1.43154037E-01  9.88366878E-01  2.50000000E-02 -1.33607554E-06  4.05722886E-07 
      91  2.62500000E+02  6.25000000E+01 -2.37008896E-01  1.22537594E+00  9.88367048E-01  2.50000000E-02 -1.09447363E-07 -2.32625170E-06 
      92  2.87500000E+02  6.25000000E+01 -1.01501098E-01  1.08986819E+00  9.88367090E-01  2.50000000E-02  1.44425182E-07 -9.11896552E-07 
      93  3.12500000E+02  6.25000000E+01 -3.41664032E-01  1.33003100E+00  9.88366970E-01  2.50000000E-02  1.64668267E-07  2.46030173E-07 
      94  3.37500000E+02  6.25000000E+01 -5.72670355E-01  1.56103740E+00  9.88367044E-01  2.50000000E-02  1.12505978E-07 -4.87312901E-07 
      95  3.62500000E+02  6.25000000E+01 -7.40812302E-01  1.72917934E+00  9.88367042E-01  2.50000000E-02  2.23422341E-07 -4.25185686E-07 
      96  3.87500000E+02  6.25000000E+01  1.39403546E-01  8.48963480E-01  9.88367026E-01  2.50000000E-02  4.27876068E-07 -2.35045616E-07 
      97  4.12500000E+02  6.25000000E+01 -3.42636639E-01  1.33100365E+00  9.88367009E-01  2.50000000E-02  5.14587987E-07  2.25978509E-07 
      98  4.37500000E+02  6.25000000E+01 -8.09230132E-01  1.79759714E+00  9.88367007E-01  2.50000000E-02  5.18335296E-07  5.10962745E-07 
      99  4.62500000E+02  6.25000000E+01  8.36185138E-01  1.52181887E-01  9.88367025E-01  2.50000000E-02  4.63562030E-07  9.49797412E-08 
     100  4.87500000E+02  6.25000000E+01 -7.66004509E-01  1.75437148E+00  9.88366974E-01  2.50000000E-02  1.35431115E-07 -2.23517093E-07 
     101  5.12500000E+02  6.25000000E+01 -8.56193929E-01  1.84456091E+00  9.88366983E-01  2.50000000E-02  1.37103283E-07 -6.13375410E-09 
     102  5.37500000E+02  6.25000000E+01  7.96759260E-01  1.91607680E-01  9.88366940E-01  2.50000000E-02  4.40312067E-07  5.21230212E-07 
     103  5.62500000E+02  6.25000000E+01  9.10743014E-01  7.76239325E-02  9.88366946E-01  2.50000000E-02  4.39598188E-07  4.22205446E-07 
     104  5.87500000E+02  6.25000000E+01  4.33256348E-01  5.55110560E-01  9.88366908E-01  2.50000000E-02  6.63175830E-08  1.77340717E-07 
     105  6.12500000E+02  6.25000000E+01 -2.25020687E-01  1.21338760E+00  9.88366915E-01  2.50000000E-02  5.48998110E-08 -2.96036444E-08 
     106  6.37500000E+02  6.25000000E+01  4.75225974E-01  5.13140938E-01  9.88366912E-01  2.50000000E-02  6.21436479E-08  7.07744974E-08 
     107  6.62500000E+02  6.25000000E+01  4.58719477E-01  5.29647436E-01  9.88366913E-01  2.50000000E-02  5.94503041E-08 -7.85376564E-08 
     108  6.87500000E+02  6.25000000E+01  9.60961101E-01  2.74058135E-02  9.88366915E-01  2.50000000E-02  2.47347196E-07 -1.88782362E-07 
     109  7.12500000E+02  6.25000000E+01 -4.20474387E-01  1.40884128E+00  9.88366892E-01  2.50000000E-02  2.38854983E-08 -1.91713722E-08 
     110  7.37500000E+02  6.25000000E+01 -3.14378457E-01  1.30274535E+00  9.88366893E-01  2.50000000E-02  2.44046762E-08  2.69044960E-08 
     111  7.62500000E+02  6.25000000E+01 -1.11089879E-01  1.09945677E+00  9.88366893E-01  2.50000000E-02  2.95543476E-08  5.32352129E-09 
     112  7.87500000E+02  6.25000000E+01 -7.61144773E-01  1.74951166E+00  9.88366891E-01  2.50000000E-02  2.79686081E-08  2.68884057E-08 
     113  8.12500000E+02  6.25000000E+01 -3.67239481E-02  1.02509084E+00  9.88366889E-01  2.50000000E-02  1.26907697E-08  9.76037076E-08 
     114  8.37500000E+02  6.25000000E+01 -9.98738683E-01  1.98710558E+00  9.88366892E-01  2.50000000E-02  5.59218499E-10  9.68382403E-08 
     115  8.62500000E+02  6.25000000E+01 -8.80356106E-01  1.86872300E+00  9.88366894E-01  2.50000000E-02  3.84497954E-09  4.09682524E-08 
     116  8.87500000E+02  6.25000000E+01 -6.14383111E-01  1.60275000E+00  9.88366892E-01  2.50000000E-02  9.72688270E-09  1.75033891E-08 
     117  9.12500000E+02  6.25000000E+01  3.58235454E-01  6.30131437E-01  9.88366891E-01  2.50000000E-02  1.00604933E-08  6.21150656E-08 
     118  9.37500000E+02  6.25000000E+01  6.03469246E-01  3.84897644E-01  9.88366890E-01  2.50000000E-02 -3.94701194E-09  4.35274592E-08 
     119  9.62500000E+02  6.25000000E+01  4.41048308E-01  5.47318584E-01  9.88366892E-01  2.50000000E-02 -1.28569099E-08  2.29912684E-08 
     120  9.87500000E+02  6.25000000E+01  9.11711479E-01  7.66554119E-02  9.88366891E-01  2.50000000E-02 -1.96725418E-10  3.01696559E-08 
     121  1.25000000E+01  8.75000000E+01  1.08678609E-01  8.79688180E-01  9.88366788E-01  2.50000000E-02 -4.04756775E-08  2.94850179E-08 
     122  3.75000000E+01  8.75000000E+01 -2.28846589E-01  1.21721338E+00  9.88366792E-01  2.50000000E-02 -1.09959120E-07 -8.00933973E-09 
     123  6.25000000E+01  8.75000000E+01 -3.58835185E-01  1.34720198E+00  9.88366790E-01  2.50000000E-02 -1.48953472E-07  2.07745711E-07 
     124  8.75000000E+01  8.75000000E+01 -2.64391871E-01  1.25275864E+00  9.88366773E-01  2.50000000E-02 -2.37972287E-07  4.64736299E-07 
     125  1.12500000E+02  8.75000000E+01 -7.25763198E-02  1.06094311E+00  9.88366793E-01  2.50000000E-02 -3.51747493E-07  4.21714847E-08 
     126  1.37500000E+02  8.75000000E+01 -1.54400161E-01  1.14276698E+00  9.88366817E-01  2.50000000E-02 -3.26394017E-07  1.32271089E-07 
     127  1.62500000E+02  8.75000000E+01 -5.69328360E-02  1.04529961E+00  9.88366771E-01  2.50000000E-02 -3.61129736E-07  6.26722018E-07 
     128  1.87500000E+02  8.75000000E+01  9.24570212E-02  8.95909759E-01  9.88366780E-01  2.50000000E-02 -5.50176466E-07  8.03173488E-07 
     129  2.12500000E+02  8.75000000E+01 -4.43656183E-01  1.43202302E+00  9.88366833E-01  2.50000000E-02 -5.30011644E-07  4.86004618E-08 
     130  2.37500000E+02  8.75000000E+01 -5.57667035E-01  1.54603382E+00  9.88366788E-01  2.50000000E-02 -5.46071831E-07 -1.47097805E-07 
     131  2.62500000E+02  8.75000000E+01  8.18492517E-01  1.69874605E-01  9.88367121E-01  2.50000000E-02 -1.16735413E-06 -4.83720449E-06 
     132  2.87500000E+02  8.75000000E+01 -5.73086483E-01  1.56145354E+00  9.88367053E-01  2.50000000E-02  2.48289890E-07 -9.62202114E-07 
     133  3.12500000E+02  8.75000000E+01 -8.05166683E-01  1.79353371E+00  9.88367026E-01  2.50000000E-02  2.11954816E-07  3.95540964E-07 
     134  3.37500000E+02  8.75000000E+01 -3.46934284E-01  1.33530134E+00  9.88367055E-01  2.50000000E-02  1.57245126E-07 -5.38115772E-07 
     135  3.62500000E+02  8.75000000E+01 -3.61523406E-01  1.34989047E+00  9.88367060E-01  2.50000000E-02  1.92076989E-07 -5.26630045E-07 
     136  3.87500000E+02  8.75000000E+01 -3.84854875E-01  1.37322194E+00  9.88367068E-01  2.50000000E-02  2.59715956E-07 -2.38092081E-07 
     137  4.12500000E+02  8.75000000E+01  6.99363783E-01  2.89003224E-01  9.88367007E-01  2.50000000E-02  7.92280365E-07  7.56235212E-08 
     138  4.37500000E+02  8.75000000E+01 -8.75640272E-01  1.86400727E+00  9.88366999E-01  2.50000000E-02  9.13053847E-07  5.92185368E-07 
     139  4.62500000E+02  8.75000000E+01  6.10751907E-01  3.77615105E-01  9.88367012E-01  2.50000000E-02  9.91763029E-07 -7.75066234E-08 
     140  4.87500000E+02  8.75000000E+01  3.56843358E-01  6.31523595E-01  9.88366953E-01  2.50000000E-02  8.29934278E-07 -3.22279260E-07 
     141  5.12500000E+02  8.75000000E+01  1.64731033E-01  8.23635929E-01  9.88366961E-01  2.50000000E-02  6.43729304E-07  9.12475738E-08 
     142  5.37500000E+02  8.75000000E+01 -7.42538812E-01  1.73090569E+00  9.88366876E-01  2.50000000E-02  2.41459263E-07  3.36928206E-07 
     143  5.62500000E+02  8.75000000E+01 -9.48118006E-01  1.93648493E+00  9.88366921E-01  2.50000000E-02  1.23090961E-07  9.65883577E-08 
     144  5.87500000E+02  8.75000000E+01 -3.36867799E-01  1.32523471E+00  9.88366909E-01  2.50000000E-02  8.09971003E-08  1.60501536E-07 
     145  6.12500000E+02  8.75000000E+01 -8.26321860E-01  1.81468878E+00  9.88366922E-01  2.50000000E-02  4.27848593E-08 -1.86425878E-08 
     146  6.37500000E+02  8.75000000E+01  4.72054294E-01  5.16312621E-01  9.88366916E-01  2.50000000E-02  2.38207888E-08  9.55426191E-08 
     147  6.62500000E+02  8.75000000E+01  3.81361642E-01  6.07005272E-01  9.88366913E-01  2.50000000E-02 -1.91861971E-08 -2.45845798E-08 
     148  6.87500000E+02  8.75000000E+01  2.08037102E-01  7.80329825E-01  9.88366927E-01  2.50000000E-02  4.56624215E-09 -9.35291576E-08 
     149  7.12500000E+02  8.75000000E+01  7.21356006E-01  2.67010896E-01  9.88366902E-01  2.50000000E-02  1.66118195E-07 -8.86979356E-08 
     150  7.37500000E+02  8.75000000E+01 -6.36567943E-01  1.62493484E+00  9.88366892E-01  2.50000000E-02  1.26207485E-07  2.73905198E-08 
     151  7.62500000E+02  8.75000000E+01  2.81442429E-01  7.06924465E-01  9.88366894E-01  2.50000000E-02  1.17511398E-07  3.54485268E-09 
     152  7.87500000E+02  8.75000000E+01 -8.69344436E-01  1.85771133E+00  9.88366892E-01  2.50000000E-02  1.10146793E-07  3.66217858E-08 
     153  8.12500000E+02  8.75000000E+01  2.54507633E-01  7.33859253E-01  9.88366887E-01  2.50000000E-02  7.95769875E-08  1.59855060E-07 
     154  8.37500000E+02  8.75000000E+01 -1.03986893E-01  1.09235378E+00  9.88366889E-01  2.50000000E-02  3.96346863E-08  1.20715283E-07 
     155  8.62500000E+02  8.75000000E+01  1.39175414E-01  8.49191476E-01  9.88366891E-01  2.50000000E-02  2.19897846E-08  6.67509914E-08 
     156  8.87500000E+02  8.75000000E+01 -8.52254150E-01  1.84062104E+00  9.88366894E-01  2.50000000E-02  2.11811247E-08  1.97139768E-08 
     157  9.12500000E+02  8.75000000E+01  9.24882240E-02  8.95878669E-01  9.88366893E-01  2.50000000E-02  2.90296215E-08  7.61610507E-08 
     158  9.37500000E+02  8.75000000E+01  2.11924596E-01  7.76442296E-01  9.88366892E-01  2.50000000E-02  3.15722344E-08  4.38378846E-08 
     159  9.62500000E+02  8.75000000E+01  7.91661204E-01  1.96705687E-01  9.88366891E-01  2.50000000E-02  2.76771910E-08  3.84288127E-08 
     160  9.87500000E+02  8.75000000E+01 -7.84772235E-01  1.77313912E+00  9.88366888E-01  2.50000000E-02  9.12258435E-10  5.08182657E-09 
     161  1.25000000E+01  1.12500000E+02 -1.38517810E-01  1.12688459E+00  9.88366784E-01  2.50000000E-02 -2.93852946E-09  9.59862974E-08 
     162  3.75000000E+01  1.12500000E+02 -5.15752501E-01  1.50411928E+00  9.88366783E-01  2.50000000E-02 -1.16130102E-08  3.71199362E-08 
     163  6.25000000E+01  1.12500000E+02  6.79722152E-01  3.08644637E-01  9.88366789E-01  2.50000000E-02 -6.00252535E-08  2.32562516E-07 
     164  8.75000000E+01  1.12500000E+02  3.93778443E-01  5.94588337E-01  9.88366780E-01  2.50000000E-02 -1.25581890E-07  5.47161967E-07 
     165  1.12500000E+02  1.12500000E+02 -7.51376039E-01  1.73974282E+00  9.88366785E-01  2.50000000E-02 -1.48832213E-07  3.33138506E-08 
     166  1.37500000E+02  1.12500000E+02  9.94759526E-01  7.30884142E-07  9.94760256E-01  2.50000000E-02  3.33323063E-10  4.04934000E-10 
     167  1.62500000E+02  1.12500000E+02 -5.96844762E-03  9.94335281E-01  9.88366833E-01  2.50000000E-02 -7.69275280E-07  9.87199335E-07 
     168  1.87500000E+02  1.12500000E+02  2.73210245E-01  7.15156533E-01  9.88366778E-01  2.50000000E-02 -9.64283955E-07  1.21308124E-06 
     169  2.12500000E+02  1.12500000E+02 -7.97240036E-01  1.78560693E+00  9.88366891E-01  2.50000000E-02 -9.34777061E-07  2.46626080E-07 
     170  2.37500000E+02  1.12500000E+02 -5.90233836E-01  1.57860060E+00  9.88366765E-01  2.50000000E-02 -1.10394869E-06 -2.40681094E-07 
     171  2.62500000E+02  1.12500000E+02  4.42065805E-01  5.46301566E-01  9.88367371E-01  2.50000000E-02 -8.70041354E-07 -4.78338094E-06 
     172  2.87500000E+02  1.12500000E+02 -3.93244859E-01  1.38161191E+00  9.88367054E-01  2.50000000E-02  5.97031553E-07 -1.06563011E-06 
     173  3.12500000E+02  1.12500000E+02  3.09424066E-01  6.78942916E-01  9.88366982E-01  2.50000000E-02  3.99609951E-07  1.04319112E-06 
     174  3.37500000E+02  1.12500000E+02 -9.66486511E-01  1.95485353E+00  9.88367017E-01  2.50000000E-02  5.91350681E-08 -6.58418916E-07 
     175  3.62500000E+02  1.12500000E+02 -3.44924414E-01  1.33329146E+00  9.88367041E-01  2.50000000E-02  4.87947551E-08 -6.27535858E-07 
     176  3.87500000E+02  1.12500000E+02  3.36817882E-02  9.54685245E-01  9.88367033E-01  2.50000000E-02  1.12904456E-07 -2.30733642E-07 
     177  4.12500000E+02  1.12500000E+02  5.63483232E-01  4.24883789E-01  9.88367021E-01  2.50000000E-02  1.77750424E-07 -5.73180554E-09 
     178  4.37500000E+02  1.12500000E+02 -4.61520794E-01  1.44988779E+00  9.88366992E-01  2.50000000E-02  4.52027324E-08  6.56654751E-07 
     179  4.62500000E+02  1.12500000E+02 -8.93975861E-02  1.07776460E+00  9.88367018E-01  2.50000000E-02  5.55871826E-08 -1.16953786E-07 
     180  4.87500000E+02  1.12500000E+02  5.86560371E-01  4.01806621E-01  9.88366992E-01  2.50000000E-02  3.08612954E-07 -4.78237946E-07 
