# time water_vol
  6.040255962127095E+01  1.000000000000001E+06
  1.200339663513975E+02  1.000000000000000E+06
  1.806600036829808E+02  9.999999999999998E+05
  2.393740430296999E+02  9.999999999999995E+05
  2.997585131636113E+02  9.999999999999992E+05
  3.602093829092198E+02  1.000000000000000E+06
  4.193237009814411E+02  1.000000000000000E+06
  4.798934419756541E+02  1.000000000000001E+06
  5.405017099028078E+02  9.999999999999999E+05
  5.998056873804345E+02  1.000000000000000E+06
  6.605844469959852E+02  1.000000000000000E+06
  7.199639518946308E+02  9.999999999999992E+05
  7.793484085617403E+02  1.000000000000000E+06
  8.401523836809230E+02  9.999999999999984E+05
  8.995455101870729E+02  9.999999999999990E+05
  9.603656320690051E+02  1.000000000000000E+06
  1.019784996310183E+03  1.000000000000001E+06
  1.080626633904204E+03  1.000000000000000E+06
  1.140058753333734E+03  9.999999999999998E+05
  1.199493929261530E+03  1.000000000000001E+06
  1.260346252307422E+03  9.999999999999993E+05
  1.319785439586672E+03  9.999999999999999E+05
  1.380640422336860E+03  9.999999999999997E+05
  1.440080470163716E+03  1.000000000000002E+06
  1.499520858284038E+03  1.000000000000001E+06
  1.560376892674040E+03  1.000000000000000E+06
  1.619818057796010E+03  1.000000000000000E+06
  1.680674862755685E+03  1.000000000000000E+06
  1.740116738684491E+03  1.000000000000001E+06
  1.799558938592614E+03  1.000000000000000E+06
  1.860416745503706E+03  9.999999999999964E+05
  1.919859547680417E+03  9.999999999999985E+05
  1.979302630813260E+03  1.000000000000000E+06
  2.040161313730331E+03  1.000000000000000E+06
  2.099604957263442E+03  1.000000000000000E+06
  2.160464202765378E+03  9.999999999999985E+05
  2.219908373069710E+03  1.000000000000002E+06
  2.279352777688493E+03  1.000000000000001E+06
  2.340212746873684E+03  9.999999999999984E+05
  2.399657563875057E+03  9.999999999999997E+05
  2.460517913891399E+03  9.999999999999997E+05
  2.519963063901888E+03  9.999999999999988E+05
  2.579408350685264E+03  1.000000000000002E+06
  2.640269124745098E+03  1.000000000000001E+06
  2.699714635467694E+03  9.999999999999987E+05
  2.760575605624480E+03  9.999999999999994E+05
  2.820021279116207E+03  9.999999999999994E+05
  2.879467015512309E+03  1.000000000000001E+06
  2.940328182591287E+03  1.000000000000000E+06
  2.999774021253826E+03  1.000000000000001E+06
  3.060635279813076E+03  1.000000000000001E+06
  3.120081197366498E+03  1.000000000000001E+06
