# time h_mean u_mean v_mean w_mean
  5.260803481396033E+02  4.641957997128492E+00  1.242089201970643E+00  1.185218762981495E-17  1.000000000000000E+00
  5.270363275741385E+02  4.642070737162280E+00  1.242119191178414E+00  1.660955854289232E-17  1.000000000000000E+00
  5.284702642333823E+02  4.642238462604295E+00  1.242163802795115E+00 -8.082883467251467E-18  1.000000000000000E+00
  5.294262005099735E+02  4.642349363626256E+00  1.242193297814962E+00 -2.152581678996869E-17  1.000000000000000E+00
  5.303821197209392E+02  4.642459537560442E+00  1.242222597630102E+00 -2.092144356302009E-17  1.000000000000000E+00
  5.313380219780200E+02  4.642568989225119E+00  1.242251703634158E+00 -2.024851803903266E-17  1.000000000000000E+00
  5.322939073922003E+02  4.642677723406466E+00  1.242280617208895E+00 -5.740086552748184E-17  1.000000000000000E+00
  5.332497760737126E+02  4.642785744858780E+00  1.242309339724349E+00 -6.644308092815714E-17  1.000000000000000E+00
  5.342056281320448E+02  4.642893058304679E+00  1.242337872538957E+00 -7.760758198169117E-17  1.000000000000000E+00
  5.351614636759441E+02  4.642999668435316E+00  1.242366216999691E+00 -3.731847773931186E-17  1.000000000000000E+00
  5.361172828134236E+02  4.643105579910569E+00  1.242394374442180E+00 -4.406280911078663E-17  1.000000000000000E+00
  5.370730856517665E+02  4.643210797359256E+00  1.242422346190836E+00 -6.682845826355530E-17  1.000000000000000E+00
  5.380288722975328E+02  4.643315325379333E+00  1.242450133558977E+00 -5.129593852164430E-17  1.000000000000000E+00
  5.394625221364324E+02  4.643470834713415E+00  1.242491471743636E+00 -4.936564027153827E-17  1.000000000000000E+00
  5.404182687622515E+02  4.643573659077281E+00  1.242518803834548E+00 -3.439751518922992E-17  1.000000000000000E+00
  5.413739995628271E+02  4.643675809865210E+00  1.242545956055940E+00 -3.338016836971246E-17  1.000000000000000E+00
  5.423297146415255E+02  4.643777291538743E+00  1.242572929672686E+00 -2.406023388055941E-17  1.000000000000000E+00
  5.432854141010175E+02  4.643878108529638E+00  1.242599725939219E+00 -1.504047799326878E-17  1.000000000000000E+00
  5.442410980432837E+02  4.643978265240079E+00  1.242626346099635E+00 -1.267667667993758E-18  1.000000000000000E+00
  5.451967665696189E+02  4.644077766042861E+00  1.242652791387811E+00  4.211478099544952E-18  1.000000000000000E+00
  5.461524197806376E+02  4.644176615281590E+00  1.242679063027508E+00  2.280183227464566E-17  1.000000000000000E+00
  5.471080577762785E+02  4.644274817270865E+00  1.242705162232483E+00  5.982525047047498E-17  1.000000000000000E+00
  5.480636806558095E+02  4.644372376296473E+00  1.242731090206592E+00  6.325357287130421E-17  1.000000000000000E+00
  5.490192885178326E+02  4.644469296615579E+00  1.242756848143898E+00  4.250134290032152E-17  1.000000000000000E+00
  5.504526723671059E+02  4.644613488762169E+00  1.242795168819043E+00  6.690918996700583E-17  1.000000000000000E+00
  5.514082431124159E+02  4.644708830753975E+00  1.242820506825022E+00  8.369850780223205E-17  1.000000000000000E+00
  5.523637991801494E+02  4.644803548716654E+00  1.242845678897769E+00  1.000354231367972E-16  1.000000000000000E+00
  5.533193406659703E+02  4.644897646780877E+00  1.242870686188530E+00  8.345693423784871E-17  1.000000000000000E+00
  5.542748676649023E+02  4.644991129049714E+00  1.242895529839311E+00  7.534415545060376E-17  1.000000000000000E+00
  5.552303802713336E+02  4.645083999598813E+00  1.242920210982969E+00  5.399490858306805E-17  1.000000000000000E+00
  5.561858785790214E+02  4.645176262476582E+00  1.242944730743309E+00  4.682873410457336E-17  1.000000000000000E+00
  5.571413626810962E+02  4.645267921704369E+00  1.242969090235179E+00  4.532627992643280E-17  1.000000000000000E+00
  5.580968326700666E+02  4.645358981276643E+00  1.242993290564556E+00  4.387215318867452E-17  1.000000000000000E+00
  5.590522886378237E+02  4.645449445161169E+00  1.243017332828643E+00  6.117165911037520E-17  1.000000000000000E+00
  5.600077306756450E+02  4.645539317299183E+00  1.243041218115957E+00  6.998603660443895E-17  1.000000000000000E+00
  5.614408678119199E+02  4.645673024538153E+00  1.243076754075466E+00  6.138855225404462E-17  1.000000000000000E+00
  5.623962754202563E+02  4.645761434380314E+00  1.243100251626889E+00  4.041096815817302E-17  1.000000000000000E+00
  5.633516694133619E+02  4.645849266063931E+00  1.243123595944200E+00  4.445825717910428E-17  1.000000000000000E+00
  5.643070498798081E+02  4.645936523413035E+00  1.243146788077900E+00  5.669620208362750E-17  1.000000000000000E+00
  5.652624169075764E+02  4.646023210226078E+00  1.243169829070278E+00  4.695239162277598E-17  1.000000000000000E+00
  5.662177705840628E+02  4.646109330276117E+00  1.243192719955485E+00  4.522824961760517E-17  1.000000000000000E+00
  5.671731109960821E+02  4.646194887310969E+00  1.243215461759624E+00  4.890121131751498E-17  1.000000000000000E+00
